heating_point_id,heating_point_type,gmina_code,capacity,has_generator,has_independent_stove,availability_status,power_need_kw,lat,lon
HP-0372,sports_hall,0418001,296,False,False,available,58.9,52.30475,17.66042
HP-0373,community_hall,2428006,65,False,False,needs_staff,13.4,50.27771,19.24591
HP-0374,sports_hall,1433005,300,False,True,available,24.6,52.74218,21.48429
HP-0375,culture_center,1204006,51,True,False,available,7.0,49.19936,19.84931
HP-0376,culture_center,1013003,157,False,True,available,19.7,51.65583,18.86173
HP-0377,sports_hall,0224001,259,True,True,available,42.3,51.3948,17.1362
HP-0378,school,2014003,233,False,True,available,47.9,53.12968,23.32521
HP-0379,culture_center,1021006,114,True,False,available,14.1,51.87639,18.70078
HP-0380,community_hall,1438007,51,False,True,available,4.3,51.38738,22.05239
HP-0381,OSP_station,3016003,112,True,False,available,10.3,52.56708,16.91741
HP-0382,community_hall,0610004,136,False,True,available,13.5,51.56641,23.02868
HP-0383,sports_hall,3206003,393,True,False,available,78.0,52.92621,14.22239
HP-0384,school,2611002,169,False,False,available,30.2,50.96885,19.53333
HP-0385,community_hall,0420005,95,False,False,available,15.1,53.0645,17.82472
HP-0386,culture_center,2414001,161,True,True,available,15.3,50.06033,19.36269
HP-0387,sports_hall,1020007,348,False,True,available,47.1,51.74089,20.08074
HP-0388,school,0805007,223,False,False,available,21.0,52.97662,14.828
HP-0389,OSP_station,0221007,83,False,True,available,6.9,51.25275,17.55332
HP-0390,sports_hall,3009001,296,False,False,needs_staff,24.5,52.30594,16.42442
HP-0391,school,0215006,228,False,False,available,43.0,51.22709,16.84665
HP-0392,culture_center,1403004,221,False,False,available,37.7,52.62038,21.03211
HP-0393,culture_center,2613001,121,False,False,needs_staff,23.1,51.2569,20.40126
HP-0394,culture_center,2017004,52,True,False,needs_staff,8.2,52.66585,23.01963
HP-0395,school,0407007,146,False,False,needs_staff,12.4,52.78502,18.48566
HP-0396,community_hall,1602001,139,False,True,available,27.5,50.93392,18.22219
HP-0397,culture_center,2806002,122,False,False,available,18.7,53.83396,20.54916
HP-0398,sports_hall,2421006,275,False,False,needs_staff,31.1,50.42635,18.37233
HP-0399,community_hall,0210005,35,False,True,needs_staff,4.7,51.58237,16.93627
HP-0400,community_hall,0222005,60,False,True,needs_staff,6.3,50.81148,17.13692
HP-0401,culture_center,1808005,178,True,True,available,28.7,50.3005,21.95902
HP-0402,school,0403006,237,True,False,available,52.0,53.41635,19.02412
HP-0403,school,1807005,164,False,True,available,30.3,50.27166,21.8518
HP-0404,school,0226001,108,True,True,available,13.3,51.34168,17.1165
HP-0405,community_hall,2211006,99,True,False,needs_staff,17.9,54.18294,18.98985
HP-0406,school,0617002,181,True,False,available,21.9,51.74305,24.00774
HP-0407,sports_hall,1209007,382,False,False,needs_staff,32.8,49.61244,20.94423
HP-0408,community_hall,2428001,92,True,False,available,16.2,50.23598,19.14574
HP-0409,sports_hall,0811002,363,True,False,needs_staff,65.1,51.5625,15.36973
HP-0410,school,1222003,196,True,False,available,36.3,50.10346,21.1161
HP-0411,OSP_station,0413002,114,False,False,available,16.4,52.40852,18.63347
HP-0412,culture_center,2811003,162,False,True,available,23.7,53.67052,21.71473
HP-0413,OSP_station,0806006,102,False,True,available,17.8,52.51568,15.00084
HP-0414,OSP_station,2612006,45,False,False,available,7.4,51.19661,20.39977
HP-0415,culture_center,0212002,117,False,True,available,13.2,51.46109,16.86652
HP-0416,culture_center,2436006,201,True,False,available,16.4,50.88385,19.92128
HP-0417,sports_hall,0227006,374,True,True,available,56.0,50.77525,16.7438
HP-0418,community_hall,1406001,172,False,True,needs_staff,18.1,51.87168,20.64298
HP-0419,community_hall,0624003,79,True,False,available,14.5,50.49638,22.19031
HP-0420,community_hall,3022005,92,True,False,needs_staff,13.0,52.28471,16.85128
HP-0421,culture_center,1010006,162,False,False,available,23.1,52.11434,20.35548
HP-0422,culture_center,0230002,147,False,True,available,17.0,50.76519,17.56153
HP-0423,community_hall,1601006,147,False,False,available,26.7,50.32579,18.13409
HP-0424,community_hall,3014002,135,True,False,available,11.0,52.75499,17.1969
HP-0425,sports_hall,2426004,281,False,True,needs_staff,51.6,49.90634,18.4356
HP-0426,OSP_station,3221001,51,False,True,available,6.9,53.68435,14.78556
HP-0427,school,0408003,116,False,True,needs_staff,20.7,53.11534,18.80997
HP-0428,sports_hall,3001004,334,False,False,available,35.9,52.59476,16.53118
HP-0429,school,0614006,247,False,False,available,52.3,51.34165,22.74135
HP-0430,sports_hall,2804004,357,False,True,available,44.4,53.36913,20.628
HP-0431,culture_center,1438001,220,False,True,available,31.1,51.61827,21.87657
HP-0432,school,2207006,227,True,True,available,30.7,54.31001,19.94496
HP-0433,school,2812001,138,True,True,available,12.1,53.49745,19.83019
HP-0434,community_hall,0612004,148,True,False,available,21.4,51.06709,22.34692
HP-0435,OSP_station,0219004,35,True,False,available,7.6,50.98084,16.66755
HP-0436,community_hall,2209005,119,False,False,available,17.9,54.31776,18.87051
HP-0437,school,0607003,169,True,False,available,25.0,51.95996,22.31249
HP-0438,community_hall,1210005,138,False,False,available,29.6,51.30257,19.46562
HP-0439,culture_center,1008005,71,False,False,available,14.7,52.0986,19.38555
HP-0440,culture_center,3219006,155,True,True,available,19.3,53.88069,15.12949
HP-0441,culture_center,2220003,148,False,False,available,25.3,53.25148,18.3281
HP-0442,community_hall,2614003,73,True,False,needs_staff,14.5,50.6612,20.8308
HP-0443,culture_center,2004001,165,False,False,needs_staff,17.7,52.74074,23.4098
HP-0444,school,2811002,225,False,False,needs_staff,45.3,53.57769,21.3216
HP-0445,school,1203005,144,False,True,needs_staff,28.6,49.7454,19.61066
HP-0446,sports_hall,1004007,335,True,False,available,28.9,51.41106,20.16101
HP-0447,community_hall,0406003,165,False,True,available,33.3,52.54714,17.77087
HP-0448,school,2612002,188,True,True,available,39.3,51.03364,20.54729
HP-0449,school,3215006,93,False,True,needs_staff,8.9,54.03176,15.03483
HP-0450,school,1432004,257,False,True,available,26.8,52.12372,20.96395
HP-0451,school,1423005,190,False,True,available,23.1,52.39656,20.14082
HP-0452,school,0411002,195,False,True,available,32.8,53.35782,18.05236
HP-0453,school,1004001,151,False,False,available,25.6,51.25326,20.44871
HP-0454,community_hall,2220005,165,True,False,needs_staff,18.0,53.36988,17.94535
HP-0455,school,3217003,209,False,False,available,30.9,53.21064,14.098
HP-0456,school,2205006,161,False,False,available,30.2,54.48851,18.44506
HP-0457,sports_hall,0610003,332,False,True,available,71.4,51.68178,22.89235
HP-0458,school,2013001,190,False,False,available,37.1,53.45936,22.79355
HP-0459,OSP_station,0214003,35,True,False,available,3.7,51.29366,17.33523
HP-0460,culture_center,1437004,169,False,True,available,14.7,52.10837,21.43373
HP-0461,culture_center,0421006,58,True,False,available,7.0,52.94349,19.335
HP-0462,culture_center,1008002,135,False,True,available,15.1,52.03288,19.44782
HP-0463,culture_center,2805004,177,True,True,available,34.4,53.57593,19.54366
HP-0464,culture_center,2803004,41,False,True,needs_staff,7.9,53.51132,20.80259
HP-0465,school,0804001,200,False,True,available,32.1,51.77566,15.50163
HP-0466,school,0412003,289,True,False,available,33.3,52.55241,18.50971
HP-0467,OSP_station,2010005,128,False,True,available,15.4,53.21065,23.26767
HP-0468,community_hall,1207004,133,False,False,available,19.4,49.38914,19.10031
HP-0469,OSP_station,0420002,80,True,True,available,8.7,53.18632,17.8488
HP-0470,culture_center,1814006,208,False,False,available,45.5,49.38318,21.44571
HP-0471,community_hall,1018002,104,False,False,available,17.9,52.0725,20.28902
HP-0472,sports_hall,1425007,327,True,True,available,51.9,52.76764,21.59486
HP-0473,school,3024003,92,False,False,available,10.9,52.15003,16.39408
HP-0474,OSP_station,3009004,123,False,False,needs_staff,10.9,52.24625,16.0958
HP-0475,sports_hall,3008001,352,False,False,available,31.3,52.20029,16.96562
HP-0476,OSP_station,2431001,112,False,True,available,18.7,50.08013,18.7303
HP-0477,sports_hall,1434002,330,False,True,available,65.6,51.28605,20.78575
HP-0478,community_hall,0212007,72,False,True,available,7.4,51.48518,17.05268
HP-0479,sports_hall,0410001,257,False,False,available,34.0,53.29492,18.18043
HP-0480,school,3032005,147,False,False,available,24.7,52.68113,17.2266
HP-0481,OSP_station,2205002,122,True,False,needs_staff,10.5,54.58898,18.1914
HP-0482,community_hall,2404003,101,False,True,available,11.0,50.35692,19.16625
HP-0483,school,1606007,206,False,True,available,18.5,50.95788,18.39163
HP-0484,school,1601002,262,True,True,available,41.1,50.45267,17.84083
HP-0485,community_hall,3203004,127,True,True,available,14.3,52.56755,13.52068
HP-0486,OSP_station,2812003,138,True,True,available,14.8,53.47483,19.07857
HP-0487,culture_center,0417002,98,True,True,available,21.2,52.7053,18.58393
HP-0488,community_hall,0205005,110,False,True,available,23.9,50.95649,16.27946
HP-0489,sports_hall,2415003,356,False,False,available,38.3,49.80804,19.24029
HP-0490,OSP_station,1406004,95,True,True,available,13.6,51.83871,20.64726
HP-0491,OSP_station,0224005,88,False,False,needs_staff,9.7,51.42056,17.00676
HP-0492,sports_hall,3030001,318,False,True,available,61.0,51.9037,16.93827
HP-0493,OSP_station,0203001,147,False,True,available,29.5,50.41988,15.97439
HP-0494,community_hall,0423004,66,True,True,available,7.9,52.70823,18.3907
HP-0495,school,3214003,172,False,False,needs_staff,24.9,53.23204,14.86931
HP-0496,community_hall,0227001,143,False,True,available,19.9,50.59427,16.68875
HP-0497,community_hall,1818003,35,False,False,needs_staff,4.7,50.56575,22.86114
HP-0498,sports_hall,3219004,317,True,True,available,43.4,54.05039,15.49343
HP-0499,culture_center,1437005,170,True,False,available,14.2,51.95896,21.16488
HP-0500,culture_center,2417006,208,False,False,available,21.2,49.73475,18.25464
