grid_asset_id,asset_type,operator_region,primary_gmina_code,served_gminas,customers_served,lat,lon,icing_susceptibility
GRID-0242,transformer,06,0611003,0611003|2410006,5500,51.83795,21.93358,0.821
GRID-0243,MV_line,12,1202006,1202006|1607005|1810006|3221005|2611001,18167,50.26332,20.60938,0.386
GRID-0244,transformer,12,1210003,1210003|0614007,9893,51.26903,19.84442,0
GRID-0245,MV_line,14,1426007,1426007|1001001|2435006|0809002|1210007,45106,52.9662,21.47345,0.638
GRID-0246,MV_line,16,1609003,1609003|2011005|0407004|1823006|2408005,20258,50.84411,18.92783,0.629
GRID-0247,line_110kV,26,2602003,2602003|0214003|2403006|1421007|1411004|1013001|0419007|0806007|0411004|1424002|2211005|0418006|1438004|2423003,91267,49.99574,19.99898,0.429
GRID-0248,MV_line,24,2401005,2401005|1017005|0402004|0602001|2407005,10682,51.1997,19.02937,0.614
GRID-0249,transformer,18,1810004,1810004|1006002,8567,49.90194,21.78716,0.388
GRID-0250,MV_line,12,1202002,1202002|2607006|2603005|3009005|1004001,32985,50.29216,20.44104,0.449
GRID-0251,MV_line,24,2413003,2413003|2017005|0206006|3027001|3216005,22264,50.02404,18.21667,0.84
GRID-0252,GPZ,12,1202002,1202002|0808005|1611004|1607002|0209003|0812001|2428002|0810003,59467,50.29216,20.44104,0.775
GRID-0253,transformer,28,2806001,2806001|2212004,6078,54.13907,20.9254,0.651
GRID-0254,MV_line,14,1417006,1417006|2422005|0621004|2421006|3204001,14538,51.85592,21.33214,0.561
GRID-0255,GPZ,06,0605001,0605001|2402001|3016006|1007002|3219003|2009006|1212004|1814005,39310,51.25112,22.09545,0.288
GRID-0256,transformer,12,1208006,1208006|0209003,36933,50.9495,18.81394,0.653
GRID-0257,transformer,20,2004006,2004006|1440005,6258,52.80955,23.50454,0.953
GRID-0258,MV_line,16,1601005,1601005|2805006|2426003|2217005|2215002,41959,50.30045,18.16579,0.263
GRID-0259,MV_line,18,1817002,1817002|2405006|3001002|1806004|0614003,26572,49.76038,22.10101,0.462
GRID-0260,MV_line,10,1012007,1012007|1013004|3021004|3215002|1005002,49160,51.26358,19.48154,0.356
GRID-0261,MV_line,30,3014005,3014005|2413005|1429006|0606001|0422002,36244,52.90601,17.32277,0.738
GRID-0262,GPZ,06,0608006,0608006|2215006|0608005|2804001|3016001|0606003|2418003|2808005,60487,50.82182,22.87787,0.493
GRID-0263,transformer,32,3205006,3205006|2402002,16970,53.59717,14.93876,0.374
GRID-0264,line_110kV,12,1209007,1209007|3020005|2012002|0614007|1024004|2435005|0620006|1816004|2431006|2217001|2205003|0205004|2007006|1217001,73699,49.642,20.91645,0.296
GRID-0265,MV_line,28,2811004,2811004|1601007|2218002|1405003|0203004,35054,53.73529,21.56685,0.384
GRID-0266,GPZ,22,2218002,2218002|0813006|2007005|2819003|3218005|1607006|1806001|1009006,36701,54.97001,19.17794,0.028
GRID-0267,transformer,30,3034005,3034005|3023004,6661,52.30413,16.26858,0.623
GRID-0268,line_110kV,22,2202003,2202003|0401002|3203004|2408001|0623003|2201005|1011005|2210003|1608002|2818002|1002005|2413005|1221002|0606002,66129,54.71108,18.23448,0.186
GRID-0269,MV_line,06,0621007,0621007|2202005|1416002|3021004|1003001,58221,51.00327,22.64425,0.735
GRID-0270,line_110kV,16,1610005,1610005|0216001|2413005|0207006|3214002|0813004|0217002|3015002|0417001|3034004|2013002|0215006|0624003|2424006,58378,50.51793,16.62177,0.348
GRID-0271,line_110kV,18,1821004,1821004|1437006|1023003|3009005|1407004|2010002|1416003|0401002|1424007|0419004|0808001|0214004|3204005|0608004,96895,49.74588,21.15986,0.505
GRID-0272,MV_line,06,0612007,0612007|0619006|0610005|0806007|1429002,34361,51.01321,22.49952,1
GRID-0273,transformer,14,1417003,1417003|0416002,8671,52.17138,21.94039,0.898
GRID-0274,transformer,28,2802004,2802004|2201006,4984,52.9808,20.93053,0.289
GRID-0275,MV_line,06,0606007,0606007|2217004|0414001|2611002|0415005,11949,51.35754,22.45615,0.2
GRID-0276,MV_line,12,1209001,1209001|1605004|2422006|1004002|1015002,39122,49.72934,20.98221,0.511
GRID-0277,GPZ,14,1438006,1438006|3031003|0219003|0616005|1811002|1813006|2609004|3218005,92841,51.71601,21.49197,0.477
GRID-0278,GPZ,30,3017002,3017002|1412007|0619002|1022006|0218003|3010001|0214004|2818005,76313,52.50643,17.24305,0.413
GRID-0279,transformer,28,2814004,2814004|2001002,11958,53.70784,19.18865,0.685
GRID-0280,transformer,06,0615002,0615002|1801005,4657,50.64173,22.24667,0.762
GRID-0281,line_110kV,08,0805001,0805001|1420005|1424001|2607006|1202005|0601006|1815001|3020004|1436002|2434001|2803004|2412006|2815001|2208002,71695,52.94506,14.68019,0.493
GRID-0282,line_110kV,10,1022007,1022007|1428004|2203003|0608002|3207004|3210002|1604003|1006007|1206004|2612002|2411001|2419005|2404003|3216002,123277,51.65171,19.58394,0.593
GRID-0283,transformer,14,1422007,1422007|2013004,2800,52.29927,20.61614,0.535
GRID-0284,line_110kV,24,2408002,2408002|2007003|0408005|2421006|1007007|0220006|2814002|1412001|3209005|2214006|1435006|3221003|3006002|1817004,66592,49.86194,18.59801,0.577
GRID-0285,GPZ,22,2207001,2207001|1610006|2408002|1018006|1821003|1407004|0413004|1211007,42645,54.41466,19.97364,0.506
GRID-0286,MV_line,20,2005006,2005006|0619004|0206005|1608003|0207003,35323,53.01264,23.19976,0.334
GRID-0287,line_110kV,18,1802004,1802004|1610002|1222001|3027004|0409006|2015003|1429007|3219006|1210002|3004001|1213002|0608002|3027001|1426005,76654,49.50483,21.51564,0.58
GRID-0288,MV_line,04,0414006,0414006|2412002|1607007|1609003|1201007,15134,52.75438,18.51246,0.23
GRID-0289,GPZ,12,1201003,1201003|2805004|0228003|1424005|2402005|0617006|0620005|2424002,44862,49.35625,19.6146,0.138
GRID-0290,MV_line,10,1010001,1010001|2013004|1402003|3202004|0213004,24760,51.85039,20.56311,0.314
GRID-0291,GPZ,14,1430006,1430006|0203006|2430003|1430003|0624005|2210001|0222005|3008003,41766,51.96276,20.6505,0.432
GRID-0292,GPZ,30,3004002,3004002|0411005|2435006|0603005|2218004|1440001|1424006|1607005,52021,52.55491,17.60831,0.377
GRID-0293,MV_line,18,1813002,1813002|1605002|2802002|0228004|2203005,33037,50.09549,22.22816,0.391
GRID-0294,MV_line,14,1438005,1438005|2801006|0619001|2007003|0608001,61243,51.5408,22.03296,0.576
GRID-0295,line_110kV,02,0218001,0218001|0805002|0609004|1610007|2412004|1218004|1009005|0422004|1021006|2003006|3011001|0203007|0401006|1415007,103620,51.33726,17.62363,0.078
GRID-0296,line_110kV,02,0226002,0226002|0414007|1418003|1802005|2011002|1421007|1009005|0804005|3207003|2429005|0618002|0621007|1608006|0810005,76125,51.3285,17.25446,0.787
GRID-0297,transformer,32,3207006,3207006|2420002,6898,53.7242,14.72101,0.32
GRID-0298,MV_line,06,0619005,0619005|3203005|2605003|2613005|1428002,42496,50.42961,22.88227,0.82
GRID-0299,transformer,16,1610003,1610003|1218002,3245,50.50162,16.54215,0.656
GRID-0300,line_110kV,06,0601006,0601006|0419004|1818001|3025003|1405006|1206004|0416005|0414007|2802005|0406002|1210003|0208005|1212004|2434005,51528,50.74482,22.43841,0.595
GRID-0301,line_110kV,20,2015001,2015001|1809004|1208001|3212002|3004003|2816001|1605003|1604004|2425001|0814001|2809004|0609006|0624001|1214001,47291,53.35107,22.50892,1
GRID-0302,MV_line,18,1825003,1825003|2815005|1204006|2208003|1019007,34195,49.78379,22.58879,0.64
GRID-0303,line_110kV,04,0411002,0411002|1601006|3203002|0607006|0810002|2429006|0610005|0612004|1404006|0210005|2429005|1019004|1420001|0217006,52236,53.34422,18.05371,0.852
GRID-0304,MV_line,26,2604002,2604002|1817003|1419003|0617002|3019006,16832,51.13256,21.68894,0.614
GRID-0305,MV_line,04,0420002,0420002|0812001|2206001|2807006|2409002,32699,53.1908,17.8582,0.442
GRID-0306,MV_line,28,2811006,2811006|1423004|2004004|0605002|0229006,11469,53.50515,21.15719,0.679
GRID-0307,transformer,20,2013002,2013002|1023004,3487,53.59251,22.92973,0.461
GRID-0308,line_110kV,14,1436001,1436001|3214005|1425004|3005005|2802001|2819002|2411001|0611007|0230002|1409005|0612007|1214004|0615003|0402001,85654,52.88142,19.75131,0.82
GRID-0309,MV_line,02,0221007,0221007|0409004|3007003|0607001|1425002,20505,51.25855,17.6145,0.136
GRID-0310,transformer,12,1218004,1218004|2202005,6490,50.44722,20.4582,0.225
GRID-0311,line_110kV,22,2203003,2203003|2803002|1206003|1010001|1205001|1814003|1432004|3216002|0202006|0603002|1018003|2808005|2604004|1442005,99896,54.6117,18.4062,0.541
GRID-0312,line_110kV,14,1403005,1403005|1007004|1019005|1804003|2425006|0806007|0208004|2603001|2407002|1805004|0213002|1013007|1418003|0416001,84428,52.67303,21.10199,0.951
GRID-0313,MV_line,10,1009007,1009007|3214005|1817004|2602004|3207002,31073,51.84029,19.38238,0.55
GRID-0314,MV_line,02,0201005,0201005|2601005|0612001|0227004|0211002,17810,51.22304,16.09353,0.136
GRID-0315,MV_line,30,3031003,3031003|1219005|3002005|2808004|1007007,55595,52.29263,17.32819,0.474
GRID-0316,transformer,08,0809006,0809006|1442002,11172,51.97988,15.79403,0.658
GRID-0317,MV_line,18,1806003,1806003|3016005|1414005|2611002|1412003,53820,49.74119,22.22994,0.394
GRID-0318,MV_line,18,1825006,1825006|1440002|1805002|2818005|3215006,31992,49.51035,22.57338,0.215
GRID-0319,line_110kV,26,2609005,2609005|0213001|0810004|2215002|1214007|0806007|1821001|2805001|0219001|1406007|3203003|2409002|1822004|1206006,89920,50.22571,20.48142,0.694
GRID-0320,line_110kV,04,0423002,0423002|0611002|1424002|3016001|2421006|3003006|1012003|1419002|1815002|1803006|2202001|3211003|2220001|1425005,103506,52.63346,18.27014,0.528
GRID-0321,line_110kV,16,1602007,1602007|2820002|1811004|0619007|2411001|2425005|3031001|1814001|1432006|0612004|0205007|2805005|0810001|2433004,87165,50.54897,18.18474,0.226
GRID-0322,MV_line,08,0811007,0811007|3025002|1005002|1441005|2611004,25576,51.64858,15.60234,0.566
GRID-0323,GPZ,14,1432005,1432005|0210001|2425001|0224007|1213002|1429005|3214001|0620002,37106,51.72225,21.40104,0.801
GRID-0324,MV_line,04,0402001,0402001|2408006|1817004|0201003|0230002,25687,53.10686,19.01643,0.316
GRID-0325,line_110kV,14,1411001,1411001|2807006|3026006|0814006|0421003|1422003|0807004|1201001|2410001|3208005|0418002|1434002|1214001|0219006,61457,52.25541,20.83322,0.848
GRID-0326,transformer,26,2602002,2602002|2015006,62422,50.2295,19.73228,0.309
GRID-0327,MV_line,24,2403004,2403004|1416007|1440006|3216005|1603006,22799,49.34663,18.56118,0.581
GRID-0328,MV_line,10,1011003,1011003|3203006|0805004|1202006|1410003,27060,52.08097,19.86829,0.467
GRID-0329,MV_line,08,0803003,0803003|1440002|1442004|0421001|1437007,22725,52.00658,14.74315,0.376
GRID-0330,transformer,30,3031001,3031001|3016005,11516,52.28158,17.40537,0.479
GRID-0331,MV_line,10,1017003,1017003|0604002|0805001|3003004|2416006,23358,51.8314,20.00075,0.492
GRID-0332,MV_line,16,1605003,1605003|2434006|1818006|2407001|2433004,27953,50.38294,17.68621,0.407
GRID-0333,transformer,24,2402002,2402002|0217002,27006,50.05676,19.50298,0.235
GRID-0334,GPZ,30,3025005,3025005|0422006|0806002|1440007|1405007|3205003|2814005|2006006,29792,51.30313,16.18236,0.542
GRID-0335,MV_line,06,0622004,0622004|1435005|0402003|2203002|0621005,27699,51.63275,22.90172,0.522
GRID-0336,MV_line,22,2210002,2210002|2818005|2429003|0402006|0420004,34163,54.38617,18.9552,0.562
GRID-0337,line_110kV,04,0403001,0403001|1805001|3214006|0604007|1434001|3030002|2607006|1803007|0406005|0619001|3208002|2813006|0402001|1205007,102575,53.31689,18.61957,0.204
GRID-0338,line_110kV,28,2817004,2817004|0803006|1216006|0814004|1440001|1603007|0204006|2610002|1203004|0615001|0410003|0201001|0813004|3221003,85400,54.16313,20.72274,1
GRID-0339,MV_line,06,0618006,0618006|1205004|0608005|2602004|0215003,26323,51.302,22.05113,0.599
GRID-0340,MV_line,28,2810003,2810003|0619002|1439004|2211003|2609003,57248,53.90284,19.75054,0.824
GRID-0341,transformer,10,1017005,1017005|1416003,3927,51.6581,19.82259,0.391
GRID-0342,transformer,24,2414006,2414006|2410002,5538,50.12715,19.44955,0.237
GRID-0343,MV_line,08,0809005,0809005|0806007|1404006|1009007|2814003,20093,51.99586,15.89575,0.465
GRID-0344,line_110kV,30,3017003,3017003|1433005|1433003|0606004|3211001|2801005|2002006|1425001|2202002|2015004|0610006|2431006|2219005|2405002,84655,52.64384,17.32021,0.561
GRID-0345,GPZ,08,0810005,0810005|0618003|3029003|2201001|0207004|3205003|1441002|0220007,65014,52.03183,14.96575,0.61
GRID-0346,GPZ,24,2418004,2418004|0805004|2434004|2428001|1426001|0206003|1002005|1821003,52963,49.63677,18.2422,0.377
GRID-0347,transformer,28,2806006,2806006|1209003,25216,54.1087,20.42257,0.803
GRID-0348,transformer,18,1815002,1815002|2201005,23199,49.44076,21.02639,0.808
GRID-0349,GPZ,28,2815003,2815003|1817003|3028004|1808005|2428006|0805007|1426007|1441002,37345,53.73113,20.24232,0.618
GRID-0350,GPZ,22,2204001,2204001|2009002|2601002|1015004|3202003|2811002|3002006|1415005,66992,54.239,18.74734,0.622
GRID-0351,MV_line,06,0623006,0623006|3205004|1814005|3208002|2210005,24770,50.91231,22.05145,0.675
GRID-0352,GPZ,04,0410004,0410004|1221005|0604004|0610002|2806001|2604003|1611003|1221004,90407,53.10757,18.58411,0.267
GRID-0353,line_110kV,14,1402004,1402004|2014003|2401006|0408005|0407002|1410004|0614007|0222007|0413005|2416004|2007005|0218002|1609007|0610007,109635,51.57256,20.20768,0.499
GRID-0354,MV_line,24,2422001,2422001|3024001|1202007|1024004|1411006,32254,50.69262,19.48695,0.489
GRID-0355,MV_line,26,2614003,2614003|1217007|1203006|1004006|2411003,69195,50.67389,20.80663,0.556
GRID-0356,transformer,30,3004006,3004006|0421003,9045,52.60226,17.4323,0.258
GRID-0357,GPZ,32,3206004,3206004|1205001|0220004|0806002|0204001|1822004|2213005|3032001,79797,53.01243,13.95462,0.353
GRID-0358,transformer,30,3017002,3017002|1018004,33624,52.50643,17.24305,0.636
GRID-0359,MV_line,30,3004005,3004005|3033004|2602004|2807001|1817004,24764,52.64486,17.23361,0.601
GRID-0360,MV_line,18,1820004,1820004|0804005|0410003|2414005|2407001,9371,50.21351,21.33277,0.118
GRID-0361,transformer,20,2008006,2008006|0416006,7211,53.3794,22.95027,0.796
GRID-0362,transformer,06,0622003,0622003|0607001,8504,51.48559,22.77517,0.508
GRID-0363,MV_line,06,0617001,0617001|3219005|3013002|1803005|0214002,21760,51.9757,23.88645,0.85
GRID-0364,transformer,12,1217001,1217001|1411001,5184,50.18156,19.289,0.476
GRID-0365,transformer,22,2201005,2201005|1002003,17991,54.24161,19.52121,0.216
GRID-0366,GPZ,14,1432004,1432004|1405002|2818004|2806004|1604005|2207005|0404002|3016006,45011,52.1559,20.98628,0.32
GRID-0367,MV_line,06,0612007,0612007|0218004|0219007|1807006|2402006,20063,51.01321,22.49952,0.536
GRID-0368,line_110kV,14,1416005,1416005|0805004|1205004|3017004|1802007|0407004|1401007|2802001|0413005|3029001|0221005|1813002|0412003|2219002,81342,52.02419,20.16683,0.748
GRID-0369,transformer,32,3217004,3217004|3020004,13121,53.26254,14.62369,0.146
GRID-0370,transformer,26,2606001,2606001|0225003,18503,50.90355,21.2944,0.315
GRID-0371,GPZ,06,0608007,0608007|1217006|1816002|2409005|2605002|1441004|1219002|0213004,94424,50.58108,22.47191,0.394
GRID-0372,GPZ,04,0403003,0403003|3008006|2011001|0211005|3021003|2608002|0401004|2016003,42252,53.41324,18.81102,0.687
GRID-0373,MV_line,20,2009005,2009005|2406004|3019002|0804005|0615005,15895,53.5992,23.30414,0.841
GRID-0374,line_110kV,24,2414001,2414001|1817002|1023003|1811003|2413002|0404007|1403003|1221006|0601006|3210006|0206007|1218007|2217001|3010002,90756,50.06641,19.40106,0.24
GRID-0375,GPZ,30,3031006,3031006|1410002|0404002|0415006|0622002|2414004|1015005|1429003,37932,52.25031,17.48086,0.337
GRID-0376,MV_line,02,0226005,0226005|1406007|1435001|0623007|2206005,32133,51.46139,16.98493,0.591
GRID-0377,MV_line,26,2605006,2605006|0415005|1410003|3015002|1206004,24386,50.34543,20.16175,0.334
GRID-0378,transformer,28,2803001,2803001|1214007,9844,53.39285,20.41999,0.801
GRID-0379,transformer,24,2417006,2417006|3020004,26493,49.709,18.31371,0.35
GRID-0380,transformer,14,1435002,1435002|3003005,12553,52.20005,21.2209,0.661
GRID-0381,MV_line,14,1420004,1420004|2808006|0609001|0402005|1813005,22585,52.77776,21.35917,0.707
GRID-0382,transformer,22,2215004,2215004|1427005,11751,54.20548,19.10511,0.631
GRID-0383,line_110kV,04,0416007,0416007|2820005|1220007|1442004|3021004|1209003|0619006|2006003|0807001|0221007|1401004|2415005|2424006|0614006,72941,53.33205,18.79079,0.224
GRID-0384,MV_line,02,0213004,0213004|1422002|1426005|3210005|2014003,19053,51.11573,16.65743,0.519
GRID-0385,transformer,14,1439006,1439006|0405007,9260,52.2742,21.43457,0.705
GRID-0386,transformer,14,1427003,1427003|2803002,18684,51.48473,20.77713,0.743
GRID-0387,transformer,02,0212001,0212001|2418002,8447,51.54094,16.61438,0
GRID-0388,line_110kV,02,0226007,0226007|1017007|2409003|3007005|0401005|1442004|0219003|3013006|1814004|0216002|1806006|1417005|3212004|1212005,74285,51.30318,17.1015,0.253
GRID-0389,MV_line,02,0217001,0217001|2407001|0404003|0611007|3021006,31486,51.01176,16.36439,0.284
GRID-0390,transformer,20,2017001,2017001|3009002,14731,52.59222,22.83339,0.592
GRID-0391,MV_line,24,2431004,2431004|2819003|1416002|1005001|2012003,19770,50.48118,18.73604,0.336
GRID-0392,transformer,24,2434002,2434002|0801002,36371,50.38802,18.76737,0.587
GRID-0393,MV_line,02,0209007,0209007|0421001|1410002|3014005|1437001,15299,51.09195,16.63222,0.367
GRID-0394,MV_line,18,1807004,1807004|1424004|1824001|1421002|1410005,18748,50.19917,22.16191,0.442
GRID-0395,line_110kV,02,0208002,0208002|1609006|1418006|1014005|2418001|2431001|0211001|2415003|0206002|2433004|0222005|1822001|2606006|3024001,46648,51.15737,16.40764,0.453
GRID-0396,MV_line,12,1213004,1213004|0417004|1425006|3020004|1605006,26991,49.72142,20.38627,0.958
GRID-0397,MV_line,04,0408004,0408004|1425005|1415007|2803001|0622004,23528,52.82361,18.96564,0.112
GRID-0398,MV_line,12,1219001,1219001|0230001|1222002|0614007|0223004,24777,50.2774,20.1904,0.126
GRID-0399,MV_line,10,1017006,1017006|3205001|1607005|0225004|3021006,20750,51.62219,20.18821,0.398
GRID-0400,GPZ,12,1219003,1219003|1414005|0210004|1818003|3013001|0227002|3219001|1401003,36260,50.37333,20.2531,0.743
GRID-0401,line_110kV,18,1815006,1815006|2418001|0614002|2814001|0416003|1402005|1205003|1612005|3033004|2005005|2219001|0412006|2406002|1429005,98476,49.59143,20.89109,0.222
GRID-0402,GPZ,08,0807006,0807006|1806001|2213005|2007006|2436003|1436001|0219002|1003006,38077,52.4599,16.04044,0.2
GRID-0403,GPZ,20,2003004,2003004|3212005|0215007|0610002|1209006|1605002|2813006|2812001,56367,52.85466,22.49778,0.558
GRID-0404,transformer,32,3206001,3206001|2010005,7732,52.96058,14.19449,0.37
GRID-0405,GPZ,32,3206006,3206006|2012002|0416007|0416002|1217003|3030001|2808006|3201002,47024,52.79527,14.06141,0.373
GRID-0406,transformer,30,3018003,3018003|0618007,14446,53.08192,16.51772,0.666
GRID-0407,transformer,30,3004003,3004003|3002002,4818,52.43117,17.21234,0.119
GRID-0408,MV_line,28,2820003,2820003|1024001|3201006|1435004|1406006,43040,53.61337,20.38004,0.718
GRID-0409,line_110kV,18,1802003,1802003|1221001|2426003|1606002|0615004|1405001|2418006|2215001|0417005|1817003|3026005|2810003|0415006|1824003,75835,49.33353,21.48461,0.564
GRID-0410,MV_line,26,2609005,2609005|2401001|1220004|3032006|0621003,13463,50.22571,20.48142,0.705
GRID-0411,line_110kV,30,3011002,3011002|3208003|0804006|1416003|1431007|1810003|1605005|0617001|0418005|2214001|2402004|2809006|0810006|3202003,118027,52.03824,15.53128,0.393
GRID-0412,MV_line,28,2802004,2802004|1015002|2425001|0210001|1007005,21065,52.9808,20.93053,0.611
GRID-0413,MV_line,06,0618005,0618005|2435006|0607001|0621007|0220007,54571,51.20575,21.84522,1
GRID-0414,GPZ,24,2409005,2409005|0413006|0801004|2816005|3005004|2017001|2403003|1819001,136029,50.88237,18.73304,0.358
GRID-0415,MV_line,06,0622005,0622005|1405002|1435005|0617005|1807001,26450,51.7366,22.79085,0.561
GRID-0416,MV_line,18,1806007,1806007|0227004|0414002|1819003|2421004,37276,50.00687,22.47863,0.534
GRID-0417,MV_line,22,2214002,2214002|1433002|2604006|0802006|1017003,28010,54.35034,18.79012,0.404
GRID-0418,transformer,32,3211004,3211004|0420001,5237,53.04689,13.47794,0.412
GRID-0419,transformer,08,0813001,0813001|3214001,19315,52.01673,15.85766,0.338
GRID-0420,MV_line,20,2004005,2004005|2011001|1609004|2414004|1013003,17829,52.89405,23.30514,0.828
GRID-0421,transformer,28,2812003,2812003|0604005,8531,53.45882,19.0896,0.969
GRID-0422,MV_line,12,1221007,1221007|0229002|3029002|2818004|3002005,45769,49.89358,20.07789,0.347
GRID-0423,MV_line,32,3204006,3204006|1430007|1610007|2014003|1608003,30025,52.99155,15.4073,0.581
GRID-0424,transformer,10,1014003,1014003|1209002,9376,51.27647,19.31795,0.372
GRID-0425,MV_line,24,2409001,2409001|1605007|0606002|1814002|1430005,29713,50.78543,18.85247,0.445
GRID-0426,line_110kV,10,1006007,1006007|2611003|2414005|1216007|1009001|1432006|1415006|0610001|1221004|1427001|0806004|0604002|1207001|3021001,56033,51.74706,20.32212,0.393
GRID-0427,transformer,28,2812003,2812003|3217005,7556,53.45882,19.0896,0.665
GRID-0428,transformer,02,0224002,0224002|3011003,3485,51.43008,17.11536,0.298
GRID-0429,GPZ,10,1024002,1024002|2004003|1204007|1428007|3034001|2406002|2418006|2820005,37139,51.48394,19.60842,0.776
GRID-0430,transformer,06,0621006,0621006|0612001,10461,51.06098,22.65809,0.558
GRID-0431,MV_line,06,0618002,0618002|2801006|1417007|0421006|0804001,34811,51.37691,22.24284,0.49
GRID-0432,transformer,14,1426007,1426007|1818004,8966,52.9662,21.47345,0.787
GRID-0433,transformer,04,0417002,0417002|0414004,11398,52.7044,18.59419,0.525
GRID-0434,line_110kV,18,1801003,1801003|1425004|2424005|2815002|0414003|1606002|0223004|2411001|0606006|2821001|1607006|1021003|3025002|0221006,97042,49.4174,21.07951,0.252
GRID-0435,line_110kV,02,0205005,0205005|2008006|1214006|1024004|1419002|2436001|0812005|2609006|1019004|2804002|1429003|0801001|1202002|0422007,75893,50.99366,16.33044,0.359
GRID-0436,transformer,28,2817004,2817004|0202007,4773,54.16313,20.72274,1
GRID-0437,GPZ,24,2411004,2411004|1208001|1014002|0223005|2220004|1417007|2011005|3207005,29567,50.85425,18.64283,0
GRID-0438,MV_line,14,1401003,1401003|3006002|1015003|1439005|1221005,22815,52.76244,21.29639,0.508
GRID-0439,MV_line,14,1434007,1434007|2202006|3217002|1820006|3015001,52915,51.41072,21.28265,0.543
GRID-0440,MV_line,26,2607004,2607004|0613006|1432001|2401004|2420003,68172,50.30317,21.06182,0.499
GRID-0441,line_110kV,16,1612003,1612003|0615006|1013001|2432003|1608005|0614004|1814003|2206006|0622007|2609003|2613001|3219003|2216003|1401003,61236,50.75965,18.71007,0.587
GRID-0442,MV_line,02,0217007,0217007|1211007|2214003|0406005|3028001,20697,50.63117,16.46799,0.516
GRID-0443,line_110kV,16,1611001,1611001|2215006|2202003|2416006|2405003|2207002|1416004|0402007|1421001|2610004|1214001|1809001|0227005|1602004,61298,51.3203,17.53239,0.286
GRID-0444,MV_line,24,2420005,2420005|1007004|3010001|1206005|0612004,29281,50.15475,18.74077,0.486
GRID-0445,line_110kV,18,1802007,1802007|0212005|0213003|2011001|0423006|1805001|1817006|3021004|0408001|0229006|2819002|1209002|1824003|3009005,66937,49.47984,21.55954,0.552
GRID-0446,transformer,12,1202001,1202001|2205002,7996,50.25394,20.37708,0.547
GRID-0447,MV_line,12,1220002,1220002|2007003|1803007|2217003|1212002,25812,50.06278,19.51262,0.155
GRID-0448,transformer,30,3021004,3021004|0222001,12105,52.25467,16.45986,0.168
GRID-0449,transformer,02,0212006,0212006|0607007,54171,51.49304,16.81654,0.306
GRID-0450,MV_line,28,2807004,2807004|0225006|1001006|1429005|1440003,23132,53.42581,20.84429,0.301
GRID-0451,line_110kV,02,0215002,0215002|0220006|1423003|0620003|2010001|2208005|0624006|1421007|0420005|0415006|0414002|2809004|2218005|0212006,98222,50.96274,16.88177,0.539
GRID-0452,transformer,02,0209005,0209005|0812006,12371,51.19039,16.48671,0.306
GRID-0453,transformer,06,0603007,0603007|1023005,10443,51.51601,22.936,0.161
GRID-0454,transformer,16,1604005,1604005|2814006,8958,50.76796,18.9751,0.331
GRID-0455,MV_line,02,0214005,0214005|1204005|0606003|1418005|3202004,28987,51.06209,17.00322,0.528
GRID-0456,MV_line,24,2436006,2436006|0602004|1216001|2212004|3027001,17059,50.89984,19.93761,0.426
GRID-0457,MV_line,14,1426007,1426007|2811001|1407001|2013002|0211001,14699,52.9662,21.47345,0.733
GRID-0458,transformer,28,2804003,2804003|3017002,37174,53.12149,21.11401,0.725
GRID-0459,MV_line,06,0611003,0611003|0215004|2206003|1221006|2420003,22668,51.83795,21.93358,0.634
GRID-0460,MV_line,20,2004004,2004004|1603006|1804004|0808001|0419007,36293,52.67681,23.32323,0.765
GRID-0461,MV_line,06,0603006,0603006|2613004|3214002|1410002|0420001,10564,51.41368,23.13294,0.435
GRID-0462,MV_line,08,0806005,0806005|3001003|3030006|1222001|0405004,16698,52.54254,15.44832,0.578
GRID-0463,line_110kV,28,2802001,2802001|1807005|0812001|0222003|1610001|3030001|3217006|2212005|0204002|1420007|1208003|3028001|2612005|3016004,73852,53.12786,20.85909,0.513
GRID-0464,MV_line,28,2806003,2806003|1610003|2430001|2608006|2816003,24555,53.88558,20.40289,0.599
GRID-0465,transformer,30,3022006,3022006|0609004,9638,52.62674,16.80576,0.418
GRID-0466,MV_line,24,2405005,2405005|0622004|0208007|1004006|2820001,24658,50.30997,19.13521,0.601
GRID-0467,line_110kV,06,0619001,0619001|0614004|0223006|2404005|2803002|1009007|3002002|2611005|0805006|3017004|2220004|2207005|0206003|1437005,142600,50.46753,22.59757,0.883
GRID-0468,MV_line,06,0616006,0616006|1422005|2821006|1610005|2005006,35195,51.38018,22.74176,0.492
GRID-0469,MV_line,30,3029001,3029001|1433006|3001003|1205005|2005004,45777,53.00671,16.47777,0.575
GRID-0470,MV_line,28,2819005,2819005|2431001|1209002|1803002|0803002,22424,54.5296,20.67243,0.935
GRID-0471,MV_line,10,1006001,1006001|0206006|1607007|2219003|1014007,17599,51.71753,20.18654,0.265
GRID-0472,MV_line,08,0811007,0811007|1604004|1019006|1202005|0602007,35665,51.64858,15.60234,0.397
GRID-0473,MV_line,30,3011002,3011002|0406006|2435001|3214006|1001004,31060,52.03824,15.53128,0.328
GRID-0474,MV_line,04,0410001,0410001|1218002|1812004|0209002|1022006,8763,53.31709,18.21438,0.42
GRID-0475,MV_line,14,1424005,1424005|3208001|1442007|2002006|2210003,21485,52.42216,20.85218,0.799
