facility_id,facility_type,facility_name,gmina_code,capacity,current_occupancy,has_generator,generator_autonomy_hours,power_need_kw,lat,lon,sensitivity_label
FAC-0217,hospital,hospital 0217,0228004,180,114,True,8.6,110.8,50.65075,16.66583,Confidential - synthetic health/care aggregate
FAC-0218,hospital,hospital 0218,1428002,155,136,True,8.4,149.9,51.89455,20.58137,Confidential - synthetic health/care aggregate
FAC-0219,DPS,DPS 0219,1216004,124,98,False,0,121.4,49.86689,19.60791,Confidential - synthetic health/care aggregate
FAC-0220,DPS,DPS 0220,1601003,137,132,True,16.6,130.6,50.28625,17.86782,Confidential - synthetic health/care aggregate
FAC-0221,night_shelter,night_shelter 0221,1812006,74,50,False,0,56.3,50.14216,21.94325,Confidential - synthetic health/care aggregate
FAC-0222,homeless_shelter,homeless_shelter 0222,1219003,59,41,False,0,49.4,50.37216,20.25951,Confidential - synthetic health/care aggregate
FAC-0223,homeless_shelter,homeless_shelter 0223,1001003,69,42,False,0,62.8,51.74856,20.67717,Confidential - synthetic health/care aggregate
FAC-0224,hospital,hospital 0224,0408003,222,173,True,2.2,88.3,53.09945,18.73625,Confidential - synthetic health/care aggregate
FAC-0225,DPS,DPS 0225,1815003,129,100,True,10.7,132.2,49.34008,20.99009,Confidential - synthetic health/care aggregate
FAC-0226,night_shelter,night_shelter 0226,2415006,50,47,False,0,43.1,49.68712,19.04882,Confidential - synthetic health/care aggregate
FAC-0227,ZOL,ZOL 0227,0805005,86,78,True,6.1,64.0,53.03532,15.16557,Confidential - synthetic health/care aggregate
FAC-0228,hospice,hospice 0228,1604005,28,26,True,13.4,12.5,50.78947,18.98911,Confidential - synthetic health/care aggregate
FAC-0229,hospice,hospice 0229,0216005,20,12,False,0,11.5,52.10285,16.48039,Confidential - synthetic health/care aggregate
FAC-0230,ZOL,ZOL 0230,3001004,77,72,True,16.4,82.8,52.60227,16.53914,Confidential - synthetic health/care aggregate
FAC-0231,hospice,hospice 0231,0811006,50,48,True,6.3,46.9,51.70124,15.63364,Confidential - synthetic health/care aggregate
FAC-0232,hospital,hospital 0232,1433006,219,203,True,16.3,81.5,52.53231,21.26523,Confidential - synthetic health/care aggregate
FAC-0233,ZOL,ZOL 0233,1402005,75,50,True,8.8,73.6,51.78637,20.4285,Confidential - synthetic health/care aggregate
FAC-0234,hospital,hospital 0234,0603007,188,137,True,6.2,104.8,51.52874,22.9175,Confidential - synthetic health/care aggregate
FAC-0235,DPS,DPS 0235,3029002,101,78,True,6.3,114.6,52.57424,16.33809,Confidential - synthetic health/care aggregate
FAC-0236,night_shelter,night_shelter 0236,2820001,25,17,False,0,23.9,53.77585,20.3491,Confidential - synthetic health/care aggregate
FAC-0237,night_shelter,night_shelter 0237,1807006,12,11,True,7.2,6.0,50.28107,22.022,Confidential - synthetic health/care aggregate
FAC-0238,night_shelter,night_shelter 0238,3020006,58,43,False,0,54.3,52.79094,17.94151,Confidential - synthetic health/care aggregate
FAC-0239,hospital,hospital 0239,2421006,157,113,True,9.6,64.2,50.45714,18.36633,Confidential - synthetic health/care aggregate
FAC-0240,ZOL,ZOL 0240,1415001,84,65,False,0,77.2,52.39342,20.71964,Confidential - synthetic health/care aggregate
FAC-0241,DPS,DPS 0241,1202007,52,43,False,0,39.9,50.21522,20.52886,Confidential - synthetic health/care aggregate
FAC-0242,night_shelter,night_shelter 0242,1413007,64,53,False,0,62.0,51.44801,21.28717,Confidential - synthetic health/care aggregate
FAC-0243,DPS,DPS 0243,2414006,128,97,True,17.0,115.4,50.09487,19.42164,Confidential - synthetic health/care aggregate
FAC-0244,DPS,DPS 0244,1007004,111,91,False,0,120.1,51.48215,18.64251,Confidential - synthetic health/care aggregate
FAC-0245,DPS,DPS 0245,0228006,96,85,True,10.0,77.0,51.01862,16.23592,Confidential - synthetic health/care aggregate
FAC-0246,DPS,DPS 0246,1221002,63,54,True,9.9,58.6,49.94666,19.87207,Confidential - synthetic health/care aggregate
FAC-0247,DPS,DPS 0247,1602002,88,69,False,0,38.5,50.76774,17.99432,Confidential - synthetic health/care aggregate
FAC-0248,ZOL,ZOL 0248,3017001,94,71,False,0,103.5,52.80855,17.30643,Confidential - synthetic health/care aggregate
FAC-0249,homeless_shelter,homeless_shelter 0249,0614002,92,58,False,0,77.9,51.35716,22.26197,Confidential - synthetic health/care aggregate
FAC-0250,hospital,hospital 0250,2611004,196,165,False,0,173.5,50.80713,19.41621,Confidential - synthetic health/care aggregate
FAC-0251,hospital,hospital 0251,3215002,206,182,True,17.1,129.7,54.19626,15.03097,Confidential - synthetic health/care aggregate
FAC-0252,ZOL,ZOL 0252,3203005,77,58,True,15.9,56.6,52.38002,13.69409,Confidential - synthetic health/care aggregate
FAC-0253,night_shelter,night_shelter 0253,0225003,75,47,False,0,38.2,51.24671,17.01632,Confidential - synthetic health/care aggregate
FAC-0254,ZOL,ZOL 0254,1431003,102,95,True,1.4,95.6,52.34933,20.11515,Confidential - synthetic health/care aggregate
FAC-0255,hospital,hospital 0255,1011005,177,111,True,5.4,154.7,51.76235,19.84156,Confidential - synthetic health/care aggregate
FAC-0256,hospital,hospital 0256,2814004,140,118,True,15.6,89.4,53.74724,19.22707,Confidential - synthetic health/care aggregate
FAC-0257,night_shelter,night_shelter 0257,1204007,72,68,False,0,44.6,49.30531,19.82288,Confidential - synthetic health/care aggregate
FAC-0258,hospice,hospice 0258,1807006,43,34,True,14.8,41.9,50.27325,22.04446,Confidential - synthetic health/care aggregate
FAC-0259,hospital,hospital 0259,0203006,180,144,True,17.5,160.8,50.58701,16.04302,Confidential - synthetic health/care aggregate
FAC-0260,DPS,DPS 0260,0621001,121,94,False,0,108.6,50.95427,22.59618,Confidential - synthetic health/care aggregate
FAC-0261,hospice,hospice 0261,1811005,30,27,False,0,21.9,50.40996,22.06799,Confidential - synthetic health/care aggregate
FAC-0262,night_shelter,night_shelter 0262,1019005,52,43,False,0,35.4,51.73446,18.95605,Confidential - synthetic health/care aggregate
FAC-0263,ZOL,ZOL 0263,2011003,51,34,True,9.3,54.8,54.04791,24.68594,Confidential - synthetic health/care aggregate
FAC-0264,hospital,hospital 0264,1431001,176,132,True,9.0,108.7,52.17604,20.48354,Confidential - synthetic health/care aggregate
FAC-0265,ZOL,ZOL 0265,1822006,84,66,True,12.1,79.1,49.61348,21.68541,Confidential - synthetic health/care aggregate
FAC-0266,DPS,DPS 0266,1441002,116,79,False,0,98.1,52.66855,21.46502,Confidential - synthetic health/care aggregate
FAC-0267,ZOL,ZOL 0267,2434006,121,87,True,3.4,85.5,50.45471,18.26293,Confidential - synthetic health/care aggregate
FAC-0268,hospital,hospital 0268,0620001,235,149,True,13.3,195.4,51.01137,22.58413,Confidential - synthetic health/care aggregate
FAC-0269,homeless_shelter,homeless_shelter 0269,3016003,67,60,False,0,68.3,52.61286,16.98549,Confidential - synthetic health/care aggregate
FAC-0270,night_shelter,night_shelter 0270,2430002,75,49,False,0,73.7,50.56411,19.5281,Confidential - synthetic health/care aggregate
FAC-0271,night_shelter,night_shelter 0271,0811007,45,31,False,0,28.0,51.61492,15.59345,Confidential - synthetic health/care aggregate
FAC-0272,DPS,DPS 0272,0203002,79,65,True,12.9,52.0,50.2475,15.80343,Confidential - synthetic health/care aggregate
FAC-0273,DPS,DPS 0273,1412001,70,58,False,0,55.1,52.31046,20.91226,Confidential - synthetic health/care aggregate
FAC-0274,ZOL,ZOL 0274,0807004,78,62,False,0,28.3,52.61606,15.49643,Confidential - synthetic health/care aggregate
FAC-0275,night_shelter,night_shelter 0275,1210007,89,72,False,0,79.2,51.23159,19.25045,Confidential - synthetic health/care aggregate
FAC-0276,ZOL,ZOL 0276,2812002,67,61,False,0,37.5,53.24635,19.10162,Confidential - synthetic health/care aggregate
FAC-0277,hospital,hospital 0277,3007002,198,151,True,3.1,150.7,51.67632,16.98937,Confidential - synthetic health/care aggregate
FAC-0278,homeless_shelter,homeless_shelter 0278,3202003,67,53,False,0,67.5,53.50624,15.48194,Confidential - synthetic health/care aggregate
FAC-0279,hospital,hospital 0279,0201004,200,185,True,15.0,211.4,51.23702,16.3423,Confidential - synthetic health/care aggregate
FAC-0280,hospital,hospital 0280,2207005,142,96,True,9.9,58.0,54.45363,20.13316,Confidential - synthetic health/care aggregate
FAC-0281,DPS,DPS 0281,2816004,117,81,True,15.9,43.5,53.73967,19.96282,Confidential - synthetic health/care aggregate
FAC-0282,hospice,hospice 0282,2417003,15,12,True,3.4,6.4,49.29114,18.71584,Confidential - synthetic health/care aggregate
FAC-0283,DPS,DPS 0283,0408005,74,50,True,14.7,58.0,53.2226,18.5221,Confidential - synthetic health/care aggregate
FAC-0284,night_shelter,night_shelter 0284,1611005,75,72,True,10.4,37.5,51.11877,17.4429,Confidential - synthetic health/care aggregate
FAC-0285,DPS,DPS 0285,0809004,88,60,False,0,57.2,52.29629,15.67821,Confidential - synthetic health/care aggregate
FAC-0286,night_shelter,night_shelter 0286,1440005,28,22,False,0,27.9,51.968,21.58897,Confidential - synthetic health/care aggregate
FAC-0287,hospital,hospital 0287,0222002,154,140,True,11.3,114.4,50.67605,17.10442,Confidential - synthetic health/care aggregate
FAC-0288,DPS,DPS 0288,3220006,62,49,False,0,51.1,53.14331,15.21876,Confidential - synthetic health/care aggregate
FAC-0289,DPS,DPS 0289,2411002,102,70,True,16.8,80.5,50.88665,19.19244,Confidential - synthetic health/care aggregate
FAC-0290,hospital,hospital 0290,0404006,184,114,True,6.8,168.6,52.63568,18.28693,Confidential - synthetic health/care aggregate
FAC-0291,hospice,hospice 0291,3024005,19,16,True,4.9,9.0,52.05462,16.38817,Confidential - synthetic health/care aggregate
FAC-0292,hospital,hospital 0292,3015004,190,157,True,14.8,80.7,53.29872,17.20936,Confidential - synthetic health/care aggregate
FAC-0293,DPS,DPS 0293,1608001,101,90,True,12.0,107.1,51.12923,17.86505,Confidential - synthetic health/care aggregate
FAC-0294,homeless_shelter,homeless_shelter 0294,2406003,82,76,False,0,69.3,50.5477,18.3687,Confidential - synthetic health/care aggregate
FAC-0295,hospital,hospital 0295,1221001,183,150,True,17.1,88.6,49.71929,20.12854,Confidential - synthetic health/care aggregate
FAC-0296,night_shelter,night_shelter 0296,3212004,32,21,False,0,15.3,53.79469,15.41314,Confidential - synthetic health/care aggregate
FAC-0297,ZOL,ZOL 0297,0401006,85,68,True,8.0,44.0,52.4263,18.36028,Confidential - synthetic health/care aggregate
FAC-0298,hospital,hospital 0298,0405006,236,190,False,0,255.0,53.31513,18.30772,Confidential - synthetic health/care aggregate
FAC-0299,homeless_shelter,homeless_shelter 0299,0420002,93,62,True,8.6,61.5,53.21011,17.86231,Confidential - synthetic health/care aggregate
FAC-0300,night_shelter,night_shelter 0300,2804002,39,32,False,0,37.8,53.09971,21.02374,Confidential - synthetic health/care aggregate
FAC-0301,night_shelter,night_shelter 0301,0227004,12,8,False,0,11.3,50.50727,16.60808,Confidential - synthetic health/care aggregate
FAC-0302,DPS,DPS 0302,1813002,102,92,False,0,40.3,50.09413,22.15403,Confidential - synthetic health/care aggregate
FAC-0303,DPS,DPS 0303,1420006,87,54,False,0,91.6,52.90303,21.51194,Confidential - synthetic health/care aggregate
FAC-0304,ZOL,ZOL 0304,3207006,122,112,True,5.3,100.5,53.74925,14.74857,Confidential - synthetic health/care aggregate
FAC-0305,hospital,hospital 0305,0808007,167,148,True,4.2,188.9,52.24465,15.49264,Confidential - synthetic health/care aggregate
FAC-0306,ZOL,ZOL 0306,1003007,75,72,True,11.0,83.8,51.77072,18.94231,Confidential - synthetic health/care aggregate
FAC-0307,DPS,DPS 0307,1024004,115,76,False,0,107.0,51.59776,18.96431,Confidential - synthetic health/care aggregate
FAC-0308,hospital,hospital 0308,2610002,179,126,True,13.2,108.3,50.7374,21.17802,Confidential - synthetic health/care aggregate
FAC-0309,DPS,DPS 0309,2406003,106,83,True,10.9,47.3,50.49997,18.40818,Confidential - synthetic health/care aggregate
FAC-0310,hospital,hospital 0310,2420003,181,149,True,1.1,153.5,50.2549,19.01029,Confidential - synthetic health/care aggregate
FAC-0311,DPS,DPS 0311,1201005,101,84,False,0,75.7,49.62936,19.75584,Confidential - synthetic health/care aggregate
FAC-0312,hospital,hospital 0312,1007005,180,146,True,2.9,141.2,51.3647,18.9383,Confidential - synthetic health/care aggregate
FAC-0313,hospital,hospital 0313,0227004,163,131,True,3.4,139.0,50.50151,16.61959,Confidential - synthetic health/care aggregate
FAC-0314,hospital,hospital 0314,0621007,175,123,True,13.6,120.6,50.97268,22.59822,Confidential - synthetic health/care aggregate
FAC-0315,homeless_shelter,homeless_shelter 0315,2601006,67,53,False,0,29.0,50.86404,20.88615,Confidential - synthetic health/care aggregate
FAC-0316,hospice,hospice 0316,1819005,69,52,False,0,32.8,49.95562,22.72468,Confidential - synthetic health/care aggregate
FAC-0317,ZOL,ZOL 0317,0606001,53,48,True,1.9,41.3,51.36376,22.34005,Confidential - synthetic health/care aggregate
FAC-0318,hospital,hospital 0318,0609003,190,136,True,10.9,198.1,51.22215,23.44588,Confidential - synthetic health/care aggregate
FAC-0319,night_shelter,night_shelter 0319,1431006,17,12,False,0,7.8,52.09995,20.47739,Confidential - synthetic health/care aggregate
FAC-0320,ZOL,ZOL 0320,1410007,66,64,False,0,34.5,52.70773,19.9333,Confidential - synthetic health/care aggregate
FAC-0321,night_shelter,night_shelter 0321,1801004,106,88,False,0,70.3,49.45596,21.5457,Confidential - synthetic health/care aggregate
FAC-0322,night_shelter,night_shelter 0322,3207006,51,40,True,7.7,22.3,53.7212,14.71019,Confidential - synthetic health/care aggregate
FAC-0323,DPS,DPS 0323,0623004,81,66,True,11.8,56.1,50.96923,22.10843,Confidential - synthetic health/care aggregate
FAC-0324,DPS,DPS 0324,1021002,44,27,False,0,48.4,51.9167,18.59228,Confidential - synthetic health/care aggregate
FAC-0325,ZOL,ZOL 0325,1005003,92,71,False,0,72.2,52.44617,19.43167,Confidential - synthetic health/care aggregate
FAC-0326,ZOL,ZOL 0326,0415002,65,60,True,17.1,73.9,53.31419,18.71338,Confidential - synthetic health/care aggregate
FAC-0327,night_shelter,night_shelter 0327,0606007,83,64,False,0,43.2,51.34381,22.40871,Confidential - synthetic health/care aggregate
FAC-0328,hospital,hospital 0328,2220004,161,153,True,6.1,120.3,53.46139,18.32506,Confidential - synthetic health/care aggregate
FAC-0329,DPS,DPS 0329,2807001,47,35,False,0,21.1,53.52071,21.22881,Confidential - synthetic health/care aggregate
FAC-0330,hospice,hospice 0330,2404005,31,26,True,8.9,11.9,50.26795,18.77495,Confidential - synthetic health/care aggregate
FAC-0331,ZOL,ZOL 0331,0215001,43,39,True,6.5,36.7,51.30495,17.18808,Confidential - synthetic health/care aggregate
FAC-0332,hospice,hospice 0332,2810005,39,28,True,9.7,30.7,53.94394,20.09749,Confidential - synthetic health/care aggregate
FAC-0333,homeless_shelter,homeless_shelter 0333,1205003,79,63,False,0,51.1,49.70382,19.51261,Confidential - synthetic health/care aggregate
FAC-0334,ZOL,ZOL 0334,0404004,81,60,True,8.8,59.6,52.92708,18.10941,Confidential - synthetic health/care aggregate
FAC-0335,hospice,hospice 0335,0813001,12,8,False,0,4.3,52.03265,15.88348,Confidential - synthetic health/care aggregate
FAC-0336,hospital,hospital 0336,1214004,208,155,True,2.1,232.6,50.28883,19.62992,Confidential - synthetic health/care aggregate
FAC-0337,hospital,hospital 0337,1605007,129,115,True,4.8,142.1,50.37442,17.4506,Confidential - synthetic health/care aggregate
FAC-0338,hospital,hospital 0338,2216004,195,145,True,2.4,194.9,53.74529,17.85455,Confidential - synthetic health/care aggregate
FAC-0339,ZOL,ZOL 0339,1003005,52,33,True,10.1,21.5,51.84771,18.8673,Confidential - synthetic health/care aggregate
FAC-0340,night_shelter,night_shelter 0340,3218001,89,74,False,0,84.7,53.17094,15.65306,Confidential - synthetic health/care aggregate
FAC-0341,homeless_shelter,homeless_shelter 0341,0212002,51,38,False,0,27.0,51.48106,16.87039,Confidential - synthetic health/care aggregate
FAC-0342,night_shelter,night_shelter 0342,1410003,32,27,False,0,35.7,52.65588,19.22631,Confidential - synthetic health/care aggregate
FAC-0343,night_shelter,night_shelter 0343,1427002,58,48,True,2.2,44.5,51.62968,20.92374,Confidential - synthetic health/care aggregate
FAC-0344,DPS,DPS 0344,2425001,69,54,True,9.2,54.4,50.11632,18.96197,Confidential - synthetic health/care aggregate
FAC-0345,ZOL,ZOL 0345,0813005,80,73,False,0,30.7,52.22628,15.56089,Confidential - synthetic health/care aggregate
FAC-0346,night_shelter,night_shelter 0346,1430002,96,84,False,0,64.1,51.8836,20.75438,Confidential - synthetic health/care aggregate
FAC-0347,DPS,DPS 0347,2611004,67,42,False,0,62.2,50.81919,19.32893,Confidential - synthetic health/care aggregate
FAC-0348,DPS,DPS 0348,0422006,92,78,True,12.7,60.6,52.8022,18.8508,Confidential - synthetic health/care aggregate
FAC-0349,DPS,DPS 0349,0205001,95,71,False,0,54.4,50.87615,16.06185,Confidential - synthetic health/care aggregate
FAC-0350,hospital,hospital 0350,2808003,209,170,True,15.7,133.9,53.46552,20.4705,Confidential - synthetic health/care aggregate
FAC-0351,DPS,DPS 0351,3215003,76,53,True,16.3,34.3,54.18334,14.93448,Confidential - synthetic health/care aggregate
FAC-0352,DPS,DPS 0352,0419003,116,87,True,15.0,44.1,52.54174,18.00885,Confidential - synthetic health/care aggregate
FAC-0353,homeless_shelter,homeless_shelter 0353,2805006,97,93,False,0,55.4,53.34334,20.16241,Confidential - synthetic health/care aggregate
FAC-0354,hospital,hospital 0354,1221001,151,96,True,2.2,97.6,49.7406,20.12567,Confidential - synthetic health/care aggregate
FAC-0355,hospital,hospital 0355,2014004,161,139,False,0,76.1,53.36636,23.22064,Confidential - synthetic health/care aggregate
FAC-0356,night_shelter,night_shelter 0356,2202003,40,26,False,0,38.8,54.71031,18.26281,Confidential - synthetic health/care aggregate
FAC-0357,hospital,hospital 0357,1818005,234,221,True,5.0,200.3,50.52378,22.28992,Confidential - synthetic health/care aggregate
FAC-0358,hospice,hospice 0358,1002007,72,52,False,0,59.0,52.00569,20.43411,Confidential - synthetic health/care aggregate
FAC-0359,ZOL,ZOL 0359,2801003,100,90,True,12.6,69.9,54.24893,20.92229,Confidential - synthetic health/care aggregate
FAC-0360,hospital,hospital 0360,0208006,169,142,True,15.4,170.1,51.10336,16.45852,Confidential - synthetic health/care aggregate
FAC-0361,DPS,DPS 0361,0223007,136,102,True,12.7,109.3,51.35145,17.02288,Confidential - synthetic health/care aggregate
FAC-0362,DPS,DPS 0362,3017002,110,101,True,14.4,52.6,52.54291,17.19396,Confidential - synthetic health/care aggregate
FAC-0363,DPS,DPS 0363,1424003,104,65,True,2.0,97.3,52.51406,20.85589,Confidential - synthetic health/care aggregate
FAC-0364,homeless_shelter,homeless_shelter 0364,0418005,61,55,False,0,69.8,52.39737,17.75654,Confidential - synthetic health/care aggregate
FAC-0365,ZOL,ZOL 0365,3018001,104,72,True,1.1,54.3,52.99467,16.75355,Confidential - synthetic health/care aggregate
FAC-0366,hospital,hospital 0366,2808001,161,155,True,16.6,97.0,53.76472,20.24595,Confidential - synthetic health/care aggregate
FAC-0367,night_shelter,night_shelter 0367,1206005,12,10,True,2.6,11.0,49.67438,19.68335,Confidential - synthetic health/care aggregate
FAC-0368,DPS,DPS 0368,0216002,101,89,True,12.0,104.7,51.88566,16.6679,Confidential - synthetic health/care aggregate
FAC-0369,night_shelter,night_shelter 0369,1429006,75,72,False,0,78.8,52.72529,21.29564,Confidential - synthetic health/care aggregate
FAC-0370,ZOL,ZOL 0370,0610005,63,51,False,0,64.5,51.55896,22.90461,Confidential - synthetic health/care aggregate
FAC-0371,DPS,DPS 0371,1815003,105,99,False,0,89.4,49.36789,20.99321,Confidential - synthetic health/care aggregate
FAC-0372,DPS,DPS 0372,2804006,128,109,False,0,117.3,53.13509,20.79993,Confidential - synthetic health/care aggregate
FAC-0373,hospital,hospital 0373,1406007,178,146,True,11.7,159.8,51.73816,20.76881,Confidential - synthetic health/care aggregate
FAC-0374,ZOL,ZOL 0374,0211004,53,51,True,3.4,60.4,50.86426,16.77883,Confidential - synthetic health/care aggregate
FAC-0375,DPS,DPS 0375,2219002,112,88,True,13.0,99.8,54.20209,17.72709,Confidential - synthetic health/care aggregate
FAC-0376,homeless_shelter,homeless_shelter 0376,0612002,83,72,False,0,69.9,51.04463,21.78362,Confidential - synthetic health/care aggregate
FAC-0377,homeless_shelter,homeless_shelter 0377,0801002,43,28,False,0,21.6,51.9028,16.54033,Confidential - synthetic health/care aggregate
FAC-0378,night_shelter,night_shelter 0378,0616006,12,7,False,0,11.9,51.40664,22.74914,Confidential - synthetic health/care aggregate
FAC-0379,night_shelter,night_shelter 0379,1010005,69,61,False,0,51.9,51.91536,20.03085,Confidential - synthetic health/care aggregate
FAC-0380,hospital,hospital 0380,3009005,179,134,True,4.9,128.6,52.3874,15.61479,Confidential - synthetic health/care aggregate
FAC-0381,night_shelter,night_shelter 0381,0213004,12,11,False,0,11.4,51.06138,16.62151,Confidential - synthetic health/care aggregate
FAC-0382,hospital,hospital 0382,2009006,231,156,True,13.6,145.8,53.32342,23.27759,Confidential - synthetic health/care aggregate
FAC-0383,hospital,hospital 0383,0812002,179,133,True,8.4,124.6,52.96375,15.97114,Confidential - synthetic health/care aggregate
FAC-0384,DPS,DPS 0384,1015005,81,72,True,16.9,51.0,52.06912,18.67803,Confidential - synthetic health/care aggregate
FAC-0385,hospice,hospice 0385,1412005,12,10,False,0,8.3,52.23335,20.37958,Confidential - synthetic health/care aggregate
FAC-0386,hospice,hospice 0386,1806007,12,9,True,6.3,6.5,49.99878,22.4764,Confidential - synthetic health/care aggregate
FAC-0387,ZOL,ZOL 0387,0222004,52,41,False,0,52.5,50.78854,17.18815,Confidential - synthetic health/care aggregate
FAC-0388,hospital,hospital 0388,1010004,147,92,True,2.9,99.8,51.99748,20.31013,Confidential - synthetic health/care aggregate
FAC-0389,night_shelter,night_shelter 0389,0421005,31,26,False,0,32.4,52.71852,19.26411,Confidential - synthetic health/care aggregate
FAC-0390,DPS,DPS 0390,0620005,102,77,False,0,109.0,50.83729,22.33527,Confidential - synthetic health/care aggregate
FAC-0391,night_shelter,night_shelter 0391,3010002,67,52,True,15.2,60.4,51.88944,17.13889,Confidential - synthetic health/care aggregate
FAC-0392,homeless_shelter,homeless_shelter 0392,1610004,80,50,False,0,58.1,50.50158,16.9262,Confidential - synthetic health/care aggregate
FAC-0393,ZOL,ZOL 0393,2014005,92,64,False,0,72.0,53.19468,23.47198,Confidential - synthetic health/care aggregate
FAC-0394,DPS,DPS 0394,2610006,114,103,False,0,65.4,50.97549,21.08966,Confidential - synthetic health/care aggregate
FAC-0395,hospice,hospice 0395,2608001,12,11,False,0,11.9,51.166,19.75421,Confidential - synthetic health/care aggregate
FAC-0396,hospital,hospital 0396,3217004,252,227,True,8.8,127.6,53.30543,14.61562,Confidential - synthetic health/care aggregate
FAC-0397,night_shelter,night_shelter 0397,2602004,75,61,False,0,53.7,50.18482,19.95784,Confidential - synthetic health/care aggregate
FAC-0398,DPS,DPS 0398,1216001,94,79,True,12.7,96.5,50.21729,19.88934,Confidential - synthetic health/care aggregate
FAC-0399,DPS,DPS 0399,1804006,120,77,False,0,125.6,50.1666,21.21237,Confidential - synthetic health/care aggregate
FAC-0400,DPS,DPS 0400,1437007,108,93,True,4.5,74.5,51.95423,21.05468,Confidential - synthetic health/care aggregate
FAC-0401,homeless_shelter,homeless_shelter 0401,3020004,73,49,False,0,31.5,52.89852,17.88671,Confidential - synthetic health/care aggregate
FAC-0402,hospice,hospice 0402,1602002,16,12,False,0,15.1,50.792,17.97595,Confidential - synthetic health/care aggregate
FAC-0403,night_shelter,night_shelter 0403,1404003,51,45,False,0,25.5,52.54616,19.98911,Confidential - synthetic health/care aggregate
FAC-0404,DPS,DPS 0404,0614003,104,76,True,3.5,106.6,51.30916,22.14346,Confidential - synthetic health/care aggregate
FAC-0405,hospice,hospice 0405,1202001,42,27,False,0,36.4,50.26677,20.32792,Confidential - synthetic health/care aggregate
FAC-0406,homeless_shelter,homeless_shelter 0406,0802004,95,91,False,0,43.9,52.40786,15.78995,Confidential - synthetic health/care aggregate
FAC-0407,homeless_shelter,homeless_shelter 0407,3015001,120,100,False,0,57.0,53.36016,17.13588,Confidential - synthetic health/care aggregate
FAC-0408,homeless_shelter,homeless_shelter 0408,2601003,44,40,False,0,42.8,50.75137,20.66586,Confidential - synthetic health/care aggregate
FAC-0409,ZOL,ZOL 0409,0221006,83,71,True,12.8,62.1,51.28328,17.26246,Confidential - synthetic health/care aggregate
FAC-0410,hospital,hospital 0410,3218003,197,157,True,14.9,129.7,52.96832,15.60578,Confidential - synthetic health/care aggregate
FAC-0411,night_shelter,night_shelter 0411,1611004,50,43,False,0,38.6,51.24232,17.79547,Confidential - synthetic health/care aggregate
FAC-0412,hospital,hospital 0412,2432004,165,109,True,7.0,141.5,50.53769,18.94033,Confidential - synthetic health/care aggregate
FAC-0413,ZOL,ZOL 0413,3221005,90,62,False,0,82.4,53.82317,14.85549,Confidential - synthetic health/care aggregate
FAC-0414,DPS,DPS 0414,3212002,114,90,False,0,87.9,53.87395,15.23777,Confidential - synthetic health/care aggregate
FAC-0415,night_shelter,night_shelter 0415,0407003,60,38,False,0,29.6,52.9043,18.94749,Confidential - synthetic health/care aggregate
FAC-0416,hospice,hospice 0416,2207005,30,25,True,9.7,23.8,54.49784,20.20008,Confidential - synthetic health/care aggregate
FAC-0417,DPS,DPS 0417,1005007,96,74,False,0,54.2,52.60103,19.34673,Confidential - synthetic health/care aggregate
FAC-0418,ZOL,ZOL 0418,2802005,28,20,False,0,29.2,53.12268,20.96292,Confidential - synthetic health/care aggregate
FAC-0419,DPS,DPS 0419,3022004,106,94,True,15.3,118.4,52.3556,16.78688,Confidential - synthetic health/care aggregate
FAC-0420,DPS,DPS 0420,0220006,88,73,True,2.4,64.2,50.69908,17.32027,Confidential - synthetic health/care aggregate
FAC-0421,hospice,hospice 0421,3220005,12,9,True,15.5,4.8,52.98857,14.94617,Confidential - synthetic health/care aggregate
FAC-0422,hospital,hospital 0422,0802005,173,157,True,1.3,113.2,52.22515,15.60183,Confidential - synthetic health/care aggregate
FAC-0423,night_shelter,night_shelter 0423,2815003,88,60,False,0,49.8,53.73605,20.24307,Confidential - synthetic health/care aggregate
FAC-0424,homeless_shelter,homeless_shelter 0424,2609001,121,114,False,0,76.8,50.58371,20.31693,Confidential - synthetic health/care aggregate
FAC-0425,DPS,DPS 0425,1214002,85,68,True,9.5,33.3,50.31959,19.37845,Confidential - synthetic health/care aggregate
FAC-0426,hospital,hospital 0426,2812002,166,131,True,6.6,94.1,53.32014,19.15287,Confidential - synthetic health/care aggregate
FAC-0427,DPS,DPS 0427,2814005,94,58,True,13.5,40.0,53.70571,19.58181,Confidential - synthetic health/care aggregate
FAC-0428,DPS,DPS 0428,0613003,73,47,True,16.0,30.8,51.17469,21.86549,Confidential - synthetic health/care aggregate
FAC-0429,ZOL,ZOL 0429,1823002,12,11,True,13.0,7.5,50.23322,23.00912,Confidential - synthetic health/care aggregate
FAC-0430,homeless_shelter,homeless_shelter 0430,2612004,12,10,True,6.6,9.6,51.2115,20.44118,Confidential - synthetic health/care aggregate
FAC-0431,night_shelter,night_shelter 0431,2404006,73,50,True,12.6,31.7,50.35384,18.57399,Confidential - synthetic health/care aggregate
FAC-0432,hospital,hospital 0432,3020006,152,121,False,0,152.7,52.78379,17.88215,Confidential - synthetic health/care aggregate
FAC-0433,night_shelter,night_shelter 0433,0210007,53,39,False,0,37.7,51.54065,16.9919,Confidential - synthetic health/care aggregate
FAC-0434,night_shelter,night_shelter 0434,2406003,66,44,False,0,54.9,50.51305,18.35416,Confidential - synthetic health/care aggregate
