gmina_code,powiat_code,voivodeship_code,gmina_name,gmina_type,population,population_density,lat,lon,rurality_index
0618007,0618,06,gmina lubelskie-północny-18-07,miejsko-wiejska,6312,29.7,51.32926,22.49823,0.45
0619001,0619,06,gmina lubelskie-południowy-19-01,miejska,63772,1863.4,50.46753,22.59757,0.08
0619002,0619,06,gmina lubelskie-południowy-19-02,wiejska,2693,12.8,50.52903,22.93553,1
0619003,0619,06,gmina lubelskie-południowy-19-03,miejska,20104,625.2,50.47979,22.81771,0.08
0619004,0619,06,gmina lubelskie-południowy-19-04,wiejska,6348,21.1,50.40349,22.94146,1
0619005,0619,06,gmina lubelskie-południowy-19-05,miejska,12803,89.4,50.42961,22.88227,0.08
0619006,0619,06,gmina lubelskie-południowy-19-06,miejsko-wiejska,13913,50.0,50.19578,22.65121,0.45
0619007,0619,06,gmina lubelskie-południowy-19-07,wiejska,14062,83.8,50.30653,22.4194,1
0620001,0620,06,gmina lubelskie-wschodni-20-01,miejska,79749,954.7,50.98347,22.54574,0.08
0620002,0620,06,gmina lubelskie-wschodni-20-02,wiejska,11586,34.8,50.87143,22.29459,1
0620003,0620,06,gmina lubelskie-wschodni-20-03,miejska,137797,3200,50.83542,22.45534,0.08
0620004,0620,06,gmina lubelskie-wschodni-20-04,wiejska,4329,24.4,50.81175,22.46175,1
0620005,0620,06,gmina lubelskie-wschodni-20-05,miejska,52099,1506.1,50.90242,22.37349,0.08
0620006,0620,06,gmina lubelskie-wschodni-20-06,miejsko-wiejska,7824,51.1,50.83714,22.63788,0.45
0620007,0620,06,gmina lubelskie-wschodni-20-07,miejsko-wiejska,7575,27.6,50.82912,22.56962,0.45
0621001,0621,06,gmina lubelskie-zachodni-21-01,miejsko-wiejska,12318,82.7,50.9365,22.62578,0.45
0621002,0621,06,gmina lubelskie-zachodni-21-02,wiejska,5437,22.3,51.08378,22.67994,1
0621003,0621,06,gmina lubelskie-zachodni-21-03,miejsko-wiejska,4408,16.2,50.98044,22.83327,0.45
0621004,0621,06,gmina lubelskie-zachodni-21-04,wiejska,2470,27.5,50.80227,22.40839,1
0621005,0621,06,gmina lubelskie-zachodni-21-05,wiejska,6464,27.1,50.90334,22.52387,1
0621006,0621,06,gmina lubelskie-zachodni-21-06,miejsko-wiejska,5814,80.4,51.06098,22.65809,0.45
0621007,0621,06,gmina lubelskie-zachodni-21-07,miejska,45377,832.2,51.00327,22.64425,0.08
0622001,0622,06,gmina lubelskie-centralny-22-01,miejska,14195,333.9,51.59112,23.01797,0.08
0622002,0622,06,gmina lubelskie-centralny-22-02,wiejska,26720,83.4,51.90434,22.52164,1
0622003,0622,06,gmina lubelskie-centralny-22-03,wiejska,14883,92.1,51.48559,22.77517,1
0622004,0622,06,gmina lubelskie-centralny-22-04,miejsko-wiejska,7580,27.8,51.63275,22.90172,0.45
0622005,0622,06,gmina lubelskie-centralny-22-05,wiejska,8490,25.3,51.7366,22.79085,1
0622006,0622,06,gmina lubelskie-centralny-22-06,wiejska,12755,42.0,51.47964,22.58419,1
0622007,0622,06,gmina lubelskie-centralny-22-07,wiejska,5514,16.0,51.72219,22.65846,1
0623001,0623,06,gmina lubelskie-miejski-23-01,wiejska,19676,47.3,51.16893,21.88245,1
0623002,0623,06,gmina lubelskie-miejski-23-02,wiejska,21519,253.9,51.15486,21.96926,1
0623003,0623,06,gmina lubelskie-miejski-23-03,miejsko-wiejska,4667,24.4,51.21566,21.88938,0.45
0623004,0623,06,gmina lubelskie-miejski-23-04,miejska,179316,1563.9,50.98883,22.12221,0.08
0623005,0623,06,gmina lubelskie-miejski-23-05,miejska,69436,503.1,51.20839,21.69855,0.08
0623006,0623,06,gmina lubelskie-miejski-23-06,miejska,17675,473.4,50.91231,22.05145,0.08
0623007,0623,06,gmina lubelskie-miejski-23-07,wiejska,2017,12,51.07526,21.88076,1
0624001,0624,06,gmina lubelskie-północny-24-01,wiejska,10360,42.2,50.67088,22.46796,1
0624002,0624,06,gmina lubelskie-północny-24-02,miejsko-wiejska,16437,63.4,50.60004,22.4246,0.45
0624003,0624,06,gmina lubelskie-północny-24-03,wiejska,8846,20.2,50.52373,22.18537,1
0624004,0624,06,gmina lubelskie-północny-24-04,wiejska,10523,121.7,50.48404,22.21333,1
0624005,0624,06,gmina lubelskie-północny-24-05,miejska,12702,125.3,50.57305,22.17723,0.08
0624006,0624,06,gmina lubelskie-północny-24-06,wiejska,13377,69.4,50.39484,22.51635,1
0624007,0624,06,gmina lubelskie-północny-24-07,wiejska,5808,17.3,50.56856,22.5382,1
0801001,0801,08,gmina lubuskie-południowy-01-01,miejska,27239,209.3,52.24483,16.38506,0.08
0801002,0801,08,gmina lubuskie-południowy-01-02,wiejska,26121,61.6,51.91136,16.53669,1
0801003,0801,08,gmina lubuskie-południowy-01-03,wiejska,27055,84.9,52.39927,16.2888,1
0801004,0801,08,gmina lubuskie-południowy-01-04,miejska,47360,493.9,52.20647,16.24323,0.08
0801005,0801,08,gmina lubuskie-południowy-01-05,miejska,18041,138.3,52.28739,16.61649,0.08
0801006,0801,08,gmina lubuskie-południowy-01-06,miejsko-wiejska,9620,59.0,52.14216,16.33806,0.45
0801007,0801,08,gmina lubuskie-południowy-01-07,wiejska,13893,115.6,52.30633,16.33642,1
0802001,0802,08,gmina lubuskie-wschodni-02-01,wiejska,1800,12,52.4201,15.96828,1
0802002,0802,08,gmina lubuskie-wschodni-02-02,miejsko-wiejska,5087,66.5,52.40132,16.04491,0.45
0802003,0802,08,gmina lubuskie-wschodni-02-03,wiejska,6755,15.7,52.27676,16.32852,1
0802004,0802,08,gmina lubuskie-wschodni-02-04,miejska,34958,301.0,52.38981,15.82997,0.08
0802005,0802,08,gmina lubuskie-wschodni-02-05,wiejska,12939,74.6,52.21013,15.58761,1
0802006,0802,08,gmina lubuskie-wschodni-02-06,wiejska,2165,12,52.31325,16.06099,1
0802007,0802,08,gmina lubuskie-wschodni-02-07,miejska,30161,223.1,52.09721,16.03557,0.08
0803001,0803,08,gmina lubuskie-zachodni-03-01,wiejska,9786,91.4,52.01367,14.56029,1
0803002,0803,08,gmina lubuskie-zachodni-03-02,wiejska,19421,54.3,52.25404,14.84243,1
0803003,0803,08,gmina lubuskie-zachodni-03-03,wiejska,15327,46.4,52.00658,14.74315,1
0803004,0803,08,gmina lubuskie-zachodni-03-04,miejska,28965,348.8,51.91616,14.82577,0.08
0803005,0803,08,gmina lubuskie-zachodni-03-05,wiejska,5551,31.0,51.9995,15.12642,1
0803006,0803,08,gmina lubuskie-zachodni-03-06,wiejska,7177,18.5,51.85171,14.76781,1
0803007,0803,08,gmina lubuskie-zachodni-03-07,miejsko-wiejska,9232,91.0,52.03691,15.09735,0.45
0804001,0804,08,gmina lubuskie-centralny-04-01,miejsko-wiejska,12055,111.2,51.82617,15.53137,0.45
0804002,0804,08,gmina lubuskie-centralny-04-02,miejsko-wiejska,5997,40.6,51.68805,15.52071,0.45
0804003,0804,08,gmina lubuskie-centralny-04-03,wiejska,13467,152.7,51.98314,15.22491,1
0804004,0804,08,gmina lubuskie-centralny-04-04,miejsko-wiejska,27419,106.4,51.80142,15.01788,0.45
0804005,0804,08,gmina lubuskie-centralny-04-05,wiejska,2383,12,51.80081,15.23426,1
0804006,0804,08,gmina lubuskie-centralny-04-06,wiejska,34998,103.1,51.78272,15.12249,1
0804007,0804,08,gmina lubuskie-centralny-04-07,miejska,49617,946.3,51.75754,15.29142,0.08
0805001,0805,08,gmina lubuskie-miejski-05-01,wiejska,10247,24.2,52.94506,14.68019,1
0805002,0805,08,gmina lubuskie-miejski-05-02,wiejska,3790,14.4,53.05705,14.91104,1
0805003,0805,08,gmina lubuskie-miejski-05-03,wiejska,7290,39.9,52.94346,15.18067,1
0805004,0805,08,gmina lubuskie-miejski-05-04,wiejska,3490,12,53.04157,15.03027,1
0805005,0805,08,gmina lubuskie-miejski-05-05,miejsko-wiejska,11551,89.4,53.05168,15.24473,0.45
0805006,0805,08,gmina lubuskie-miejski-05-06,wiejska,10958,54.8,52.99731,14.89797,1
0805007,0805,08,gmina lubuskie-miejski-05-07,wiejska,7749,30.0,52.99454,14.88808,1
0806001,0806,08,gmina lubuskie-północny-06-01,miejsko-wiejska,5971,52.1,52.47381,15.09074,0.45
0806002,0806,08,gmina lubuskie-północny-06-02,wiejska,11205,53.0,52.68946,15.18264,1
0806003,0806,08,gmina lubuskie-północny-06-03,wiejska,4540,15.5,52.50954,14.92218,1
0806004,0806,08,gmina lubuskie-północny-06-04,wiejska,4000,16.1,52.46169,14.88246,1
0806005,0806,08,gmina lubuskie-północny-06-05,miejsko-wiejska,6662,30.0,52.54254,15.44832,0.45
0806006,0806,08,gmina lubuskie-północny-06-06,wiejska,9006,23.4,52.51913,15.04956,1
0806007,0806,08,gmina lubuskie-północny-06-07,miejsko-wiejska,10613,36.9,52.41719,15.15802,0.45
0807001,0807,08,gmina lubuskie-południowy-07-01,wiejska,9217,25.0,52.64648,15.93989,1
0807002,0807,08,gmina lubuskie-południowy-07-02,wiejska,4762,58.0,52.34696,15.48513,1
0807003,0807,08,gmina lubuskie-południowy-07-03,miejska,51522,1030.2,52.42094,15.75302,0.08
0807004,0807,08,gmina lubuskie-południowy-07-04,wiejska,5861,13.3,52.64272,15.50261,1
0807005,0807,08,gmina lubuskie-południowy-07-05,miejsko-wiejska,4622,55.0,52.67033,15.93459,0.45
0807006,0807,08,gmina lubuskie-południowy-07-06,wiejska,5365,44.9,52.4599,16.04044,1
0807007,0807,08,gmina lubuskie-południowy-07-07,wiejska,4012,12,52.47522,16.0741,1
0808001,0808,08,gmina lubuskie-wschodni-08-01,miejsko-wiejska,11691,55.2,52.07781,15.61819,0.45
0808002,0808,08,gmina lubuskie-wschodni-08-02,miejska,51670,1912.1,52.14584,15.61408,0.08
0808003,0808,08,gmina lubuskie-wschodni-08-03,wiejska,8793,32.1,52.04292,15.5199,1
0808004,0808,08,gmina lubuskie-wschodni-08-04,miejsko-wiejska,17216,77.0,52.23402,15.52929,0.45
0808005,0808,08,gmina lubuskie-wschodni-08-05,miejsko-wiejska,12890,133.5,52.12209,15.32924,0.45
0808006,0808,08,gmina lubuskie-wschodni-08-06,wiejska,3736,12,52.16274,15.60136,1
0808007,0808,08,gmina lubuskie-wschodni-08-07,miejsko-wiejska,11368,130.9,52.20727,15.4699,0.45
0809001,0809,08,gmina lubuskie-zachodni-09-01,wiejska,10467,23.8,51.99554,15.86566,1
0809002,0809,08,gmina lubuskie-zachodni-09-02,wiejska,5349,64.3,51.87635,15.65057,1
0809003,0809,08,gmina lubuskie-zachodni-09-03,miejsko-wiejska,4034,30.1,52.07906,15.84208,0.45
0809004,0809,08,gmina lubuskie-zachodni-09-04,miejska,91378,2031.1,52.31499,15.70438,0.08
0809005,0809,08,gmina lubuskie-zachodni-09-05,wiejska,9492,45.0,51.99586,15.89575,1
0809006,0809,08,gmina lubuskie-zachodni-09-06,miejska,25068,219.1,51.97988,15.79403,0.08
0809007,0809,08,gmina lubuskie-zachodni-09-07,wiejska,4612,29.2,51.9351,15.63586,1
0810001,0810,08,gmina lubuskie-centralny-10-01,wiejska,5006,39.8,51.99549,14.56366,1
0810002,0810,08,gmina lubuskie-centralny-10-02,wiejska,5255,39.3,52.09271,14.92578,1
0810003,0810,08,gmina lubuskie-centralny-10-03,wiejska,12326,59.3,52.06796,14.66823,1
0810004,0810,08,gmina lubuskie-centralny-10-04,wiejska,5518,27.7,51.8845,15.01748,1
0810005,0810,08,gmina lubuskie-centralny-10-05,wiejska,12418,31.4,52.03183,14.96575,1
0810006,0810,08,gmina lubuskie-centralny-10-06,wiejska,2718,12,52.04836,14.9388,1
0810007,0810,08,gmina lubuskie-centralny-10-07,miejska,34050,265.7,51.84735,14.69775,0.08
0811001,0811,08,gmina lubuskie-miejski-11-01,miejsko-wiejska,11501,190.8,51.55023,15.41832,0.45
0811002,0811,08,gmina lubuskie-miejski-11-02,wiejska,5174,19.3,51.55093,15.33895,1
0811003,0811,08,gmina lubuskie-miejski-11-03,miejsko-wiejska,4868,20.9,51.57271,15.57408,0.45
0811004,0811,08,gmina lubuskie-miejski-11-04,wiejska,15619,49.7,51.68961,15.77938,1
0811005,0811,08,gmina lubuskie-miejski-11-05,wiejska,6252,15.5,51.854,15.5398,1
0811006,0811,08,gmina lubuskie-miejski-11-06,wiejska,16071,130.7,51.67324,15.68126,1
0811007,0811,08,gmina lubuskie-miejski-11-07,miejsko-wiejska,9884,136.3,51.64858,15.60234,0.45
0812001,0812,08,gmina lubuskie-północny-12-01,wiejska,7799,31.7,52.67703,15.77106,1
0812002,0812,08,gmina lubuskie-północny-12-02,miejsko-wiejska,10819,48.7,52.94504,15.99014,0.45
0812003,0812,08,gmina lubuskie-północny-12-03,wiejska,15080,32.8,52.81029,15.28893,1
0812004,0812,08,gmina lubuskie-północny-12-04,miejsko-wiejska,2582,45.8,52.72901,15.42338,0.45
0812005,0812,08,gmina lubuskie-północny-12-05,miejsko-wiejska,7793,27.0,52.64429,15.69881,0.45
0812006,0812,08,gmina lubuskie-północny-12-06,miejska,10930,368.1,52.98123,15.39445,0.08
0812007,0812,08,gmina lubuskie-północny-12-07,miejsko-wiejska,13894,50.7,52.86555,15.78552,0.45
0813001,0813,08,gmina lubuskie-południowy-13-01,miejska,42599,1232.6,52.01673,15.85766,0.08
0813002,0813,08,gmina lubuskie-południowy-13-02,wiejska,4775,23.5,52.18591,15.74452,1
0813003,0813,08,gmina lubuskie-południowy-13-03,wiejska,9985,25.3,51.99294,15.81422,1
0813004,0813,08,gmina lubuskie-południowy-13-04,miejsko-wiejska,9092,36.0,52.14955,15.40427,0.45
0813005,0813,08,gmina lubuskie-południowy-13-05,miejsko-wiejska,14750,127.5,52.19596,15.54066,0.45
0813006,0813,08,gmina lubuskie-południowy-13-06,wiejska,22459,102.5,52.11443,15.67654,1
0813007,0813,08,gmina lubuskie-południowy-13-07,wiejska,4116,14.4,52.34835,15.56892,1
0814001,0814,08,gmina lubuskie-wschodni-14-01,wiejska,10352,84.7,52.69161,15.56431,1
0814002,0814,08,gmina lubuskie-wschodni-14-02,wiejska,4878,15.6,52.65713,15.58871,1
0814003,0814,08,gmina lubuskie-wschodni-14-03,miejsko-wiejska,6413,82.5,52.56044,15.79366,0.45
0814004,0814,08,gmina lubuskie-wschodni-14-04,miejska,7272,101.7,52.64831,15.93451,0.08
0814005,0814,08,gmina lubuskie-wschodni-14-05,miejsko-wiejska,13049,62.3,52.85282,15.48737,0.45
0814006,0814,08,gmina lubuskie-wschodni-14-06,miejsko-wiejska,15148,78.7,52.82507,15.54756,0.45
0814007,0814,08,gmina lubuskie-wschodni-14-07,miejska,14218,131.2,52.72956,15.53161,0.08
1001001,1001,10,gmina łódzkie-południowy-01-01,miejska,37928,1221.0,51.71829,20.18806,0.08
1001002,1001,10,gmina łódzkie-południowy-01-02,wiejska,7802,31.5,51.66203,20.20751,1
1001003,1001,10,gmina łódzkie-południowy-01-03,miejsko-wiejska,29094,104.7,51.76097,20.66439,0.45
1001004,1001,10,gmina łódzkie-południowy-01-04,wiejska,11157,37.3,51.72833,19.92685,1
1001005,1001,10,gmina łódzkie-południowy-01-05,wiejska,6153,13.6,51.72156,20.07711,1
1001006,1001,10,gmina łódzkie-południowy-01-06,wiejska,8828,24.9,51.74743,20.07935,1
1001007,1001,10,gmina łódzkie-południowy-01-07,miejska,17758,123.6,51.73672,19.81933,0.08
1002001,1002,10,gmina łódzkie-wschodni-02-01,wiejska,6673,19.9,52.05639,20.50849,1
1002002,1002,10,gmina łódzkie-wschodni-02-02,wiejska,9662,22.1,51.97063,20.22338,1
1002003,1002,10,gmina łódzkie-wschodni-02-03,wiejska,6891,38.2,51.95877,20.00527,1
1002004,1002,10,gmina łódzkie-wschodni-02-04,wiejska,6333,47.2,51.92917,20.30024,1
1002005,1002,10,gmina łódzkie-wschodni-02-05,wiejska,10965,63.6,51.76756,20.282,1
1002006,1002,10,gmina łódzkie-wschodni-02-06,wiejska,13013,31.4,52.05679,20.08038,1
1002007,1002,10,gmina łódzkie-wschodni-02-07,miejsko-wiejska,7015,48.0,51.98424,20.44174,0.45
1003001,1003,10,gmina łódzkie-zachodni-03-01,miejska,15236,110.7,51.92007,18.97516,0.08
1003002,1003,10,gmina łódzkie-zachodni-03-02,wiejska,4917,16.4,51.54517,18.71468,1
1003003,1003,10,gmina łódzkie-zachodni-03-03,wiejska,5853,27.8,51.8895,18.81647,1
1003004,1003,10,gmina łódzkie-zachodni-03-04,wiejska,1996,12,51.75823,18.91396,1
1003005,1003,10,gmina łódzkie-zachodni-03-05,miejsko-wiejska,3660,14.1,51.83565,18.8811,0.45
1003006,1003,10,gmina łódzkie-zachodni-03-06,miejska,29065,427.6,51.68528,18.56064,0.08
1003007,1003,10,gmina łódzkie-zachodni-03-07,wiejska,5641,68.6,51.79664,18.93908,1
1004001,1004,10,gmina łódzkie-centralny-04-01,miejska,22626,156.0,51.24673,20.44866,0.08
1004002,1004,10,gmina łódzkie-centralny-04-02,miejska,32906,394.0,51.19983,20.39478,0.08
1004003,1004,10,gmina łódzkie-centralny-04-03,wiejska,10553,28.1,51.22003,20.12914,1
1004004,1004,10,gmina łódzkie-centralny-04-04,miejsko-wiejska,5903,47.6,51.07291,20.26479,0.45
1004005,1004,10,gmina łódzkie-centralny-04-05,wiejska,4233,14.2,51.35223,20.24531,1
1004006,1004,10,gmina łódzkie-centralny-04-06,miejska,22894,174.7,51.22078,20.47983,0.08
1004007,1004,10,gmina łódzkie-centralny-04-07,wiejska,13513,53.1,51.40632,20.13519,1
1005001,1005,10,gmina łódzkie-miejski-05-01,wiejska,3738,12,52.65552,19.49008,1
1005002,1005,10,gmina łódzkie-miejski-05-02,wiejska,7902,19.0,52.2123,19.42455,1
1005003,1005,10,gmina łódzkie-miejski-05-03,miejsko-wiejska,6489,29.3,52.46285,19.42198,0.45
1005004,1005,10,gmina łódzkie-miejski-05-04,wiejska,14552,59.7,52.6024,19.4027,1
1005005,1005,10,gmina łódzkie-miejski-05-05,wiejska,7543,20.8,52.33758,19.90786,1
1005006,1005,10,gmina łódzkie-miejski-05-06,wiejska,10225,29.4,52.518,19.73914,1
1005007,1005,10,gmina łódzkie-miejski-05-07,wiejska,13244,28.3,52.62341,19.3399,1
1006001,1006,10,gmina łódzkie-północny-06-01,wiejska,8659,27.1,51.71753,20.18654,1
1006002,1006,10,gmina łódzkie-północny-06-02,miejsko-wiejska,8622,49.4,51.88539,20.6606,0.45
1006003,1006,10,gmina łódzkie-północny-06-03,wiejska,8340,29.8,51.60958,20.50287,1
1006004,1006,10,gmina łódzkie-północny-06-04,wiejska,6608,16.1,51.77182,20.2069,1
1006005,1006,10,gmina łódzkie-północny-06-05,wiejska,7915,29.7,51.73889,20.65315,1
1006006,1006,10,gmina łódzkie-północny-06-06,wiejska,12672,74.1,51.55286,20.34633,1
1006007,1006,10,gmina łódzkie-północny-06-07,miejsko-wiejska,4515,17.2,51.74706,20.32212,0.45
1007001,1007,10,gmina łódzkie-południowy-07-01,miejsko-wiejska,3375,26.2,51.21358,19.09636,0.45
1007002,1007,10,gmina łódzkie-południowy-07-02,wiejska,29132,230.2,51.1518,19.26369,1
1007003,1007,10,gmina łódzkie-południowy-07-03,miejska,48077,687.0,51.34294,19.20509,0.08
1007004,1007,10,gmina łódzkie-południowy-07-04,miejska,37845,422.9,51.45261,18.62315,0.08
1007005,1007,10,gmina łódzkie-południowy-07-05,miejska,23431,201.3,51.38153,18.91809,0.08
1007006,1007,10,gmina łódzkie-południowy-07-06,miejska,46695,312.2,51.53652,19.16528,0.08
1007007,1007,10,gmina łódzkie-południowy-07-07,wiejska,15842,38.7,51.41118,19.02401,1
1008001,1008,10,gmina łódzkie-wschodni-08-01,wiejska,6994,34.6,51.92982,19.23221,1
1008002,1008,10,gmina łódzkie-wschodni-08-02,miejsko-wiejska,9411,38.3,52.03944,19.4636,0.45
1008003,1008,10,gmina łódzkie-wschodni-08-03,miejsko-wiejska,15822,67.9,52.11582,19.23913,0.45
1008004,1008,10,gmina łódzkie-wschodni-08-04,wiejska,18392,41.8,51.9016,19.31204,1
1008005,1008,10,gmina łódzkie-wschodni-08-05,wiejska,22512,58.2,52.09819,19.38123,1
1008006,1008,10,gmina łódzkie-wschodni-08-06,wiejska,4261,12,51.8772,19.17036,1
1008007,1008,10,gmina łódzkie-wschodni-08-07,wiejska,15787,37.4,52.02906,19.34719,1
1009001,1009,10,gmina łódzkie-zachodni-09-01,wiejska,6709,34.6,51.79084,19.41237,1
1009002,1009,10,gmina łódzkie-zachodni-09-02,wiejska,12176,27.2,51.80289,19.3539,1
1009003,1009,10,gmina łódzkie-zachodni-09-03,wiejska,3031,19.0,51.98623,19.47936,1
1009004,1009,10,gmina łódzkie-zachodni-09-04,wiejska,3566,12,51.78459,19.69112,1
1009005,1009,10,gmina łódzkie-zachodni-09-05,wiejska,7217,32.1,51.84028,19.49494,1
1009006,1009,10,gmina łódzkie-zachodni-09-06,miejsko-wiejska,3539,17.8,51.75786,19.56547,0.45
1009007,1009,10,gmina łódzkie-zachodni-09-07,wiejska,4891,14.3,51.84029,19.38238,1
1010001,1010,10,gmina łódzkie-centralny-10-01,wiejska,10413,31.3,51.85039,20.56311,1
1010002,1010,10,gmina łódzkie-centralny-10-02,wiejska,15527,49.1,51.99649,20.14044,1
1010003,1010,10,gmina łódzkie-centralny-10-03,wiejska,3887,12,51.72379,20.44095,1
1010004,1010,10,gmina łódzkie-centralny-10-04,miejska,23001,374.3,51.97745,20.37874,0.08
1010005,1010,10,gmina łódzkie-centralny-10-05,miejska,16117,488.1,51.94188,20.04803,0.08
1010006,1010,10,gmina łódzkie-centralny-10-06,miejsko-wiejska,7293,66.9,52.12947,20.40324,0.45
1010007,1010,10,gmina łódzkie-centralny-10-07,wiejska,3873,19.1,52.03038,20.40475,1
1011001,1011,10,gmina łódzkie-miejski-11-01,wiejska,13182,91.7,51.82573,19.74466,1
1011002,1011,10,gmina łódzkie-miejski-11-02,miejsko-wiejska,2498,12,51.85675,19.95453,0.45
1011003,1011,10,gmina łódzkie-miejski-11-03,miejska,11739,147.5,52.08097,19.86829,0.08
1011004,1011,10,gmina łódzkie-miejski-11-04,wiejska,7799,25.4,52.0783,19.66991,1
1011005,1011,10,gmina łódzkie-miejski-11-05,wiejska,9191,42.4,51.76878,19.84524,1
1011006,1011,10,gmina łódzkie-miejski-11-06,wiejska,18682,61.2,51.8882,19.78638,1
1011007,1011,10,gmina łódzkie-miejski-11-07,wiejska,38005,255.6,51.76588,19.53468,1
1012001,1012,10,gmina łódzkie-północny-12-01,wiejska,19255,162.1,51.31107,19.22309,1
1012002,1012,10,gmina łódzkie-północny-12-02,miejska,66440,889.3,51.11766,19.1766,0.08
1012003,1012,10,gmina łódzkie-północny-12-03,miejska,66850,703.0,51.01626,19.58932,0.08
1012004,1012,10,gmina łódzkie-północny-12-04,miejsko-wiejska,5041,82.2,50.96532,19.13971,0.45
1012005,1012,10,gmina łódzkie-północny-12-05,miejsko-wiejska,13825,64.8,50.93677,19.53588,0.45
1012006,1012,10,gmina łódzkie-północny-12-06,miejsko-wiejska,6873,32.7,50.94562,19.31418,0.45
1012007,1012,10,gmina łódzkie-północny-12-07,miejska,51652,422.1,51.26358,19.48154,0.08
1013001,1013,10,gmina łódzkie-południowy-13-01,wiejska,4563,12,51.55527,18.96049,1
1013002,1013,10,gmina łódzkie-południowy-13-02,wiejska,16952,63.4,51.4643,18.79879,1
1013003,1013,10,gmina łódzkie-południowy-13-03,wiejska,3639,14.5,51.63994,18.87237,1
1013004,1013,10,gmina łódzkie-południowy-13-04,wiejska,3517,19.6,51.67934,18.81339,1
1013005,1013,10,gmina łódzkie-południowy-13-05,wiejska,5424,12.4,51.30229,19.08581,1
1013006,1013,10,gmina łódzkie-południowy-13-06,wiejska,6350,13.7,51.48577,19.08697,1
1013007,1013,10,gmina łódzkie-południowy-13-07,miejsko-wiejska,9500,61.1,51.56586,18.94184,0.45
1014001,1014,10,gmina łódzkie-wschodni-14-01,miejska,33380,366.5,51.69615,19.15298,0.08
1014002,1014,10,gmina łódzkie-wschodni-14-02,wiejska,8124,19.1,51.51459,19.23892,1
1014003,1014,10,gmina łódzkie-wschodni-14-03,wiejska,9849,35.0,51.27647,19.31795,1
1014004,1014,10,gmina łódzkie-wschodni-14-04,wiejska,4095,18.9,51.48272,19.40405,1
1014005,1014,10,gmina łódzkie-wschodni-14-05,wiejska,11232,76.7,51.23439,19.07125,1
1014006,1014,10,gmina łódzkie-wschodni-14-06,miejsko-wiejska,27545,251.8,51.5396,19.19258,0.45
1014007,1014,10,gmina łódzkie-wschodni-14-07,wiejska,8513,39.9,51.53368,19.34085,1
1015001,1015,10,gmina łódzkie-zachodni-15-01,wiejska,6136,13.4,52.18017,18.55219,1
1015002,1015,10,gmina łódzkie-zachodni-15-02,wiejska,10562,38.6,52.31006,18.89978,1
1015003,1015,10,gmina łódzkie-zachodni-15-03,miejska,25512,172.2,51.98937,19.00138,0.08
1015004,1015,10,gmina łódzkie-zachodni-15-04,miejsko-wiejska,4965,47.7,52.12816,18.57931,0.45
1015005,1015,10,gmina łódzkie-zachodni-15-05,miejsko-wiejska,3787,47.0,52.04106,18.6371,0.45
1015006,1015,10,gmina łódzkie-zachodni-15-06,wiejska,4992,23.9,52.12018,18.73834,1
1015007,1015,10,gmina łódzkie-zachodni-15-07,wiejska,11732,34.8,52.11465,18.85516,1
1016001,1016,10,gmina łódzkie-centralny-16-01,miejsko-wiejska,12262,106.3,51.82131,19.09299,0.45
1016002,1016,10,gmina łódzkie-centralny-16-02,wiejska,4752,31.4,51.86503,19.31566,1
1016003,1016,10,gmina łódzkie-centralny-16-03,miejsko-wiejska,9644,48.1,51.89521,19.40203,0.45
1016004,1016,10,gmina łódzkie-centralny-16-04,wiejska,14256,105.1,51.97808,19.27483,1
1016005,1016,10,gmina łódzkie-centralny-16-05,wiejska,11992,51.2,51.84128,19.10127,1
1016006,1016,10,gmina łódzkie-centralny-16-06,wiejska,12516,30.5,51.76666,19.24649,1
1016007,1016,10,gmina łódzkie-centralny-16-07,wiejska,6144,65.4,51.99697,19.11258,1
1017001,1017,10,gmina łódzkie-miejski-17-01,miejsko-wiejska,6039,47.1,51.58457,19.74401,0.45
1017002,1017,10,gmina łódzkie-miejski-17-02,miejsko-wiejska,11988,60.4,51.63148,19.7515,0.45
1017003,1017,10,gmina łódzkie-miejski-17-03,wiejska,14157,55.8,51.8314,20.00075,1
1017004,1017,10,gmina łódzkie-miejski-17-04,miejsko-wiejska,5476,46.6,51.76641,20.01058,0.45
1017005,1017,10,gmina łódzkie-miejski-17-05,wiejska,5955,18.6,51.6581,19.82259,1
1017006,1017,10,gmina łódzkie-miejski-17-06,wiejska,10364,59.5,51.62219,20.18821,1
1017007,1017,10,gmina łódzkie-miejski-17-07,wiejska,9777,43.4,51.66767,20.26207,1
1018001,1018,10,gmina łódzkie-północny-18-01,wiejska,14375,36.3,52.11579,20.37065,1
1018002,1018,10,gmina łódzkie-północny-18-02,miejsko-wiejska,6170,38.0,52.05492,20.33387,0.45
1018003,1018,10,gmina łódzkie-północny-18-03,miejsko-wiejska,15932,57.6,51.89571,20.31835,0.45
1018004,1018,10,gmina łódzkie-północny-18-04,miejsko-wiejska,7753,39.1,52.04949,19.90213,0.45
1018005,1018,10,gmina łódzkie-północny-18-05,wiejska,4509,36.0,52.22347,20.01675,1
1018006,1018,10,gmina łódzkie-północny-18-06,wiejska,6606,80.0,52.21823,20.14685,1
1018007,1018,10,gmina łódzkie-północny-18-07,wiejska,6028,16.6,51.95951,20.36557,1
1019001,1019,10,gmina łódzkie-południowy-19-01,miejsko-wiejska,3242,12,51.8157,18.8185,0.45
