gmina_code,population,share_75_plus,single_senior_households,home_oxygen_patients,dialysis_patients,disability_share,care_facility_pressure,children_facilities,electric_heating_pct,no_alt_heat_buildings_pct,energy_poverty_pct,remote_rurality,telecom_gap_pct,rescue_travel_time_min,vulnerable_population_est,share_75_plus_norm,single_senior_households_norm,home_oxygen_patients_norm,dialysis_patients_norm,disability_share_norm,care_facility_pressure_norm,children_facilities_norm,electric_heating_pct_norm,no_alt_heat_buildings_pct_norm,energy_poverty_pct_norm,remote_rurality_norm,telecom_gap_pct_norm,rescue_travel_time_min_norm,iwl_score
2013006,6587,0.1819,0.0959,0,1,0.0804,0.1837,1,0.2001,0.2917,0.1098,0.8903,0.2539,40.6,1134,0.7704,0.6037,0.0,0.0263,0.2353,0.2224,0.0185,0.5626,0.5033,0.3577,0.8903,0.6535,0.6301,71.58
1022002,5985,0.1577,0.0954,5,4,0.1021,0.3714,3,0.1633,0.2483,0.159,0.8498,0.1592,39.2,1122,0.6342,0.6,0.0505,0.1053,0.3617,0.4496,0.0556,0.4477,0.4198,0.5434,0.8498,0.4098,0.6053,71.58
1608005,4604,0.1599,0.0949,4,0,0.1419,0.2879,0,0.1755,0.2818,0.1031,1.0,0.1531,39.7,827,0.6466,0.5963,0.0404,0.0,0.5935,0.3485,0.0,0.4858,0.4842,0.3325,1.0,0.3941,0.6142,71.57
1814006,10008,0.1377,0.105,5,1,0.1198,0.3879,1,0.2045,0.1904,0.1354,1.0,0.1535,37.3,1725,0.5217,0.6716,0.0505,0.0263,0.4648,0.4696,0.0185,0.5764,0.3085,0.4543,1.0,0.3951,0.5717,71.53
0230002,3290,0.1138,0.1088,2,1,0.1469,0.6066,2,0.1579,0.2901,0.1264,0.9303,0.1787,21.3,544,0.3872,0.7,0.0202,0.0263,0.6226,0.7344,0.037,0.4308,0.5002,0.4204,0.9303,0.46,0.2885,71.53
3208002,15033,0.1352,0.0745,4,6,0.1173,0.2681,5,0.1452,0.2533,0.1483,1.0,0.2903,37.7,2636,0.5076,0.444,0.0404,0.1579,0.4502,0.3246,0.0926,0.3911,0.4294,0.503,1.0,0.7472,0.5788,71.49
0210001,5940,0.1312,0.1358,7,1,0.0792,0.2962,0,0.1857,0.259,0.1428,0.8729,0.1872,36.7,940,0.4851,0.9015,0.0707,0.0263,0.2283,0.3586,0.0,0.5177,0.4404,0.4823,0.8729,0.4819,0.5611,71.44
0616004,6848,0.1191,0.0854,5,2,0.135,0.2217,2,0.195,0.2452,0.1665,1.0,0.187,43.7,1235,0.417,0.5254,0.0505,0.0526,0.5533,0.2684,0.037,0.5467,0.4138,0.5717,1.0,0.4813,0.685,71.44
1822006,11114,0.1684,0.0899,1,7,0.1103,0.0805,2,0.1833,0.2606,0.1185,0.8922,0.2268,44.6,1993,0.6944,0.559,0.0101,0.1842,0.4094,0.0975,0.037,0.5102,0.4435,0.3906,0.8922,0.5838,0.7009,71.43
0208007,10799,0.1123,0.059,11,2,0.1523,0.359,3,0.146,0.2677,0.1168,1.0,0.2909,44.1,1760,0.3787,0.3284,0.1111,0.0526,0.654,0.4346,0.0556,0.3936,0.4571,0.3842,1.0,0.7488,0.692,71.41
1801003,24920,0.1275,0.0685,23,4,0.1454,0.5996,7,0.1256,0.1887,0.144,0.8148,0.1241,43.7,4478,0.4643,0.3993,0.2323,0.1053,0.6139,0.7259,0.1296,0.3299,0.3052,0.4868,0.8148,0.3194,0.685,71.34
2604006,9783,0.1295,0.071,8,4,0.1764,0.4974,4,0.1944,0.2325,0.059,0.8184,0.2138,34.5,1543,0.4755,0.4179,0.0808,0.1053,0.7944,0.6022,0.0741,0.5448,0.3894,0.166,0.8184,0.5503,0.5221,71.34
0408002,6621,0.1574,0.0746,4,3,0.1546,0.2113,2,0.1231,0.3207,0.1556,0.9911,0.1666,40.5,1350,0.6325,0.4448,0.0404,0.0789,0.6674,0.2558,0.037,0.3221,0.559,0.5306,0.9911,0.4288,0.6283,71.31
1208003,3518,0.1066,0.1133,3,0,0.1381,0.4021,1,0.2024,0.1719,0.1936,0.9074,0.1569,34.0,651,0.3467,0.7336,0.0303,0.0,0.5713,0.4868,0.0185,0.5698,0.2729,0.674,0.9074,0.4039,0.5133,71.3
0415001,5035,0.1378,0.0861,1,1,0.1782,0.4503,2,0.1869,0.3057,0.0831,1.0,0.0842,36.8,864,0.5222,0.5306,0.0101,0.0263,0.8049,0.5452,0.037,0.5214,0.5302,0.257,1.0,0.2167,0.5628,71.27
3030001,5345,0.1588,0.0974,5,0,0.1558,0.1335,2,0.1563,0.2319,0.1519,1.0,0.182,37.4,1088,0.6404,0.6149,0.0505,0.0,0.6744,0.1616,0.037,0.4258,0.3883,0.5166,1.0,0.4685,0.5735,71.27
3208003,6386,0.1222,0.0976,6,0,0.1301,0.7182,1,0.1178,0.3276,0.1104,0.9076,0.143,35.7,1007,0.4344,0.6164,0.0606,0.0,0.5248,0.8695,0.0185,0.3055,0.5723,0.36,0.9076,0.3681,0.5434,71.24
0220003,3953,0.1513,0.0885,4,1,0.1116,0.4554,3,0.1899,0.3029,0.0935,0.9173,0.1559,39.3,636,0.5982,0.5485,0.0404,0.0263,0.417,0.5513,0.0556,0.5308,0.5248,0.2962,0.9173,0.4013,0.6071,71.24
3220002,11616,0.1569,0.1081,5,2,0.1617,0.0598,2,0.1467,0.2412,0.1198,0.8329,0.2385,39.2,2223,0.6297,0.6948,0.0505,0.0526,0.7088,0.0724,0.037,0.3958,0.4062,0.3955,0.8329,0.6139,0.6053,71.22
2422006,1800,0.1288,0.07,1,1,0.1249,0.3965,0,0.205,0.2281,0.1176,0.9867,0.2302,49.3,292,0.4716,0.4104,0.0101,0.0263,0.4945,0.48,0.0,0.5779,0.381,0.3872,0.9867,0.5925,0.7841,71.17
3001005,11571,0.1493,0.0767,8,1,0.1569,0.539,3,0.1366,0.1884,0.096,1.0,0.1668,43.8,2038,0.5869,0.4604,0.0808,0.0263,0.6808,0.6525,0.0556,0.3643,0.3046,0.3057,1.0,0.4293,0.6867,71.17
2424001,4227,0.1485,0.1339,6,2,0.1319,0.3585,1,0.1146,0.2583,0.1285,0.971,0.1158,32.7,765,0.5824,0.8873,0.0606,0.0526,0.5352,0.434,0.0185,0.2955,0.439,0.4283,0.971,0.2981,0.4903,71.16
1207007,19966,0.1342,0.075,7,7,0.1506,0.4222,7,0.1479,0.3494,0.1601,0.9382,0.1067,22.0,3818,0.502,0.4478,0.0707,0.1842,0.6441,0.5111,0.1296,0.3996,0.6142,0.5475,0.9382,0.2746,0.3009,71.16
0229006,4884,0.11,0.0887,6,0,0.1698,0.1027,1,0.1986,0.2821,0.1724,0.6956,0.2526,40.3,928,0.3658,0.55,0.0606,0.0,0.756,0.1243,0.0185,0.558,0.4848,0.594,0.6956,0.6502,0.6248,71.16
0401007,12995,0.1256,0.0881,3,8,0.1156,0.1133,4,0.1756,0.3355,0.1414,0.9643,0.2259,36.8,2169,0.4536,0.5455,0.0303,0.2105,0.4403,0.1372,0.0741,0.4861,0.5875,0.477,0.9643,0.5815,0.5628,71.15
3033001,11186,0.0619,0.1052,8,7,0.1667,0.3574,0,0.171,0.1967,0.0838,1.0,0.1852,56.2,1423,0.0951,0.6731,0.0808,0.1842,0.7379,0.4327,0.0,0.4717,0.3206,0.2596,1.0,0.4767,0.9062,71.13
0217004,7882,0.1669,0.0652,5,0,0.1501,0.3692,4,0.1858,0.2269,0.1372,1.0,0.1506,36.2,1575,0.686,0.3746,0.0505,0.0,0.6412,0.447,0.0741,0.518,0.3787,0.4611,1.0,0.3876,0.5522,71.12
1221006,4080,0.1868,0.0914,5,0,0.1177,0.0506,0,0.1637,0.2275,0.1482,1.0,0.2137,43.7,834,0.798,0.5701,0.0505,0.0,0.4525,0.0613,0.0,0.4489,0.3798,0.5026,1.0,0.5501,0.685,71.11
1218005,5031,0.1524,0.0827,5,5,0.1349,0.3782,0,0.1076,0.3574,0.1705,0.9363,0.1769,24.1,1012,0.6044,0.5052,0.0505,0.1316,0.5527,0.4579,0.0,0.2737,0.6296,0.5868,0.9363,0.4553,0.3381,71.11
2425003,3482,0.1567,0.1065,3,0,0.123,0.2714,1,0.1113,0.1812,0.1697,1.0,0.2789,35.3,689,0.6286,0.6828,0.0303,0.0,0.4834,0.3286,0.0185,0.2852,0.2908,0.5838,1.0,0.7179,0.5363,71.11
1203005,11662,0.1608,0.0904,14,2,0.1388,0.3068,3,0.1464,0.2597,0.1245,1.0,0.0906,40.1,2194,0.6517,0.5627,0.1414,0.0526,0.5754,0.3714,0.0556,0.3949,0.4417,0.4132,1.0,0.2332,0.6212,71.08
2432004,20578,0.1751,0.0934,12,7,0.1381,0.1145,8,0.2035,0.1803,0.1212,0.9955,0.1055,30.2,3993,0.7321,0.5851,0.1212,0.1842,0.5713,0.1386,0.1481,0.5733,0.289,0.4008,0.9955,0.2716,0.446,71.06
1024001,10074,0.1402,0.1348,7,5,0.1263,0.0,3,0.2003,0.2506,0.098,0.9186,0.1757,34.9,1629,0.5357,0.894,0.0707,0.1316,0.5026,0.0,0.0556,0.5633,0.4242,0.3132,0.9186,0.4523,0.5292,71.05
1216001,6045,0.1397,0.115,3,2,0.1226,0.1686,1,0.1619,0.317,0.0928,1.0,0.2008,40.6,953,0.5329,0.7463,0.0303,0.0526,0.4811,0.2041,0.0185,0.4433,0.5519,0.2936,1.0,0.5169,0.6301,71.04
1803001,4203,0.1125,0.0689,2,0,0.1469,0.193,1,0.236,0.3764,0.1351,0.9662,0.1693,42.1,705,0.3799,0.4022,0.0202,0.0,0.6226,0.2337,0.0185,0.6748,0.6662,0.4532,0.9662,0.4358,0.6566,71.02
0226007,8699,0.135,0.0829,8,1,0.1382,0.4671,2,0.1187,0.3313,0.1275,0.7986,0.2092,39.0,1519,0.5065,0.5067,0.0808,0.0263,0.5719,0.5655,0.037,0.3083,0.5794,0.4245,0.7986,0.5385,0.6018,71.01
2807001,12431,0.1549,0.0545,13,2,0.1099,0.138,3,0.1902,0.2778,0.1488,0.8633,0.3068,39.1,2292,0.6185,0.2948,0.1313,0.0526,0.4071,0.1671,0.0556,0.5317,0.4765,0.5049,0.8633,0.7897,0.6035,71.0
3031002,8439,0.1198,0.0924,5,3,0.1489,0.055,4,0.1262,0.2456,0.2246,0.9689,0.2534,36.8,1762,0.4209,0.5776,0.0505,0.0789,0.6342,0.0666,0.0741,0.3318,0.4146,0.7909,0.9689,0.6523,0.5628,70.98
0601007,7180,0.1605,0.0632,4,4,0.1835,0.4731,2,0.2361,0.2243,0.0837,0.4511,0.1862,33.5,1343,0.65,0.3597,0.0404,0.1053,0.8358,0.5728,0.037,0.6751,0.3737,0.2592,0.4511,0.4793,0.5044,70.97
2814006,10894,0.1344,0.0646,14,4,0.139,0.0987,5,0.2146,0.3605,0.1496,1.0,0.1026,37.1,2005,0.5031,0.3701,0.1414,0.1053,0.5766,0.1195,0.0926,0.6079,0.6356,0.5079,1.0,0.2641,0.5681,70.97
0606004,12552,0.1032,0.0806,3,2,0.1652,0.4003,2,0.2344,0.3327,0.2075,0.5022,0.1631,22.9,2485,0.3275,0.4896,0.0303,0.0526,0.7292,0.4846,0.037,0.6698,0.5821,0.7264,0.5022,0.4198,0.3168,70.96
0209007,12950,0.1609,0.0682,13,1,0.1016,0.2274,3,0.1706,0.2388,0.156,1.0,0.2129,44.0,2428,0.6522,0.397,0.1313,0.0263,0.3588,0.2753,0.0556,0.4705,0.4015,0.5321,1.0,0.548,0.6903,70.94
2004003,3961,0.1514,0.0884,2,1,0.1299,0.034,1,0.1962,0.3181,0.094,0.9739,0.271,41.0,661,0.5988,0.5478,0.0202,0.0263,0.5236,0.0412,0.0185,0.5505,0.554,0.2981,0.9739,0.6976,0.6372,70.92
2431002,5916,0.1393,0.0851,6,1,0.117,0.2123,1,0.2347,0.2015,0.1627,0.8932,0.1931,41.2,1087,0.5307,0.5231,0.0606,0.0263,0.4485,0.257,0.0185,0.6707,0.3298,0.5574,0.8932,0.497,0.6407,70.92
1803007,9678,0.1048,0.087,3,0,0.1544,0.3567,3,0.17,0.237,0.1213,1.0,0.1615,57.1,1553,0.3365,0.5373,0.0303,0.0,0.6663,0.4318,0.0556,0.4686,0.3981,0.4011,1.0,0.4157,0.9221,70.91
1606002,14132,0.1836,0.0765,11,4,0.1109,0.1814,4,0.2734,0.2344,0.094,1.0,0.0669,35.7,2521,0.78,0.459,0.1111,0.1053,0.4129,0.2196,0.0741,0.7916,0.3931,0.2981,1.0,0.1722,0.5434,70.91
3030003,14283,0.1576,0.07,13,2,0.1262,0.3579,5,0.106,0.3786,0.1531,0.9298,0.1834,29.0,2758,0.6337,0.4104,0.1313,0.0526,0.502,0.4333,0.0926,0.2687,0.6704,0.5211,0.9298,0.4721,0.4248,70.9
3031004,12861,0.1147,0.0979,11,2,0.1074,0.5993,3,0.124,0.3112,0.0956,1.0,0.1611,41.7,1799,0.3922,0.6187,0.1111,0.0526,0.3925,0.7255,0.0556,0.3249,0.5408,0.3042,1.0,0.4147,0.6496,70.88
1818004,15749,0.1243,0.079,12,2,0.1363,0.3963,4,0.1698,0.2681,0.1025,0.9817,0.2047,37.4,2487,0.4463,0.4776,0.1212,0.0526,0.5609,0.4798,0.0741,0.468,0.4579,0.3302,0.9817,0.5269,0.5735,70.88
3205004,9537,0.1581,0.0752,6,6,0.1388,0.0905,2,0.2012,0.2967,0.1193,0.7805,0.2405,33.7,1759,0.6365,0.4493,0.0606,0.1579,0.5754,0.1096,0.037,0.5661,0.5129,0.3936,0.7805,0.619,0.508,70.87
0416005,5967,0.1208,0.0524,4,0,0.1392,0.3206,1,0.1934,0.2957,0.1754,1.0,0.2078,43.3,1109,0.4266,0.2791,0.0404,0.0,0.5778,0.3881,0.0185,0.5417,0.511,0.6053,1.0,0.5349,0.6779,70.8
2614004,8094,0.1936,0.0967,9,2,0.1476,0.0363,3,0.1395,0.1753,0.1059,0.8867,0.2106,46.4,1633,0.8362,0.6097,0.0909,0.0526,0.6267,0.0439,0.0556,0.3733,0.2794,0.343,0.8867,0.5421,0.7327,70.79
2604005,5669,0.1497,0.0917,5,1,0.1006,0.3173,1,0.1924,0.3944,0.1141,0.9808,0.1527,29.8,931,0.5892,0.5724,0.0505,0.0263,0.3529,0.3841,0.0185,0.5386,0.7008,0.374,0.9808,0.3931,0.4389,70.78
3017005,7660,0.1369,0.0861,6,2,0.1274,0.1602,2,0.2216,0.3251,0.1757,0.8522,0.1281,34.5,1464,0.5172,0.5306,0.0606,0.0526,0.509,0.1939,0.037,0.6298,0.5675,0.6064,0.8522,0.3297,0.5221,70.76
2601006,3927,0.1758,0.0915,1,0,0.13,0.4693,0,0.1861,0.1754,0.0769,0.9281,0.1743,41.8,680,0.7361,0.5709,0.0101,0.0,0.5242,0.5682,0.0,0.5189,0.2796,0.2336,0.9281,0.4486,0.6513,70.76
2014006,8507,0.1607,0.0782,9,6,0.1045,0.0877,2,0.2017,0.314,0.1305,0.841,0.2107,36.8,1522,0.6511,0.4716,0.0909,0.1579,0.3757,0.1062,0.037,0.5676,0.5462,0.4358,0.841,0.5423,0.5628,70.71
0226005,7199,0.1654,0.0653,5,3,0.1079,0.3786,4,0.0887,0.3452,0.1466,1.0,0.2116,42.0,1356,0.6775,0.3754,0.0505,0.0789,0.3955,0.4584,0.0741,0.2146,0.6062,0.4966,1.0,0.5447,0.6549,70.7
2813005,6346,0.16,0.0802,1,1,0.1469,0.0061,0,0.2681,0.2684,0.1187,0.7966,0.1952,40.3,1188,0.6472,0.4866,0.0101,0.0263,0.6226,0.0074,0.0,0.7751,0.4585,0.3913,0.7966,0.5024,0.6248,70.68
0222001,9923,0.1361,0.0701,6,0,0.1175,0.593,0,0.1844,0.2993,0.1319,1.0,0.143,33.8,1680,0.5127,0.4112,0.0606,0.0,0.4514,0.7179,0.0,0.5136,0.5179,0.4411,1.0,0.3681,0.5097,70.65
0416006,12795,0.1251,0.0736,12,2,0.1155,0.5396,7,0.2342,0.1744,0.102,0.9247,0.1695,37.9,1933,0.4508,0.4373,0.1212,0.0526,0.4397,0.6533,0.1296,0.6692,0.2777,0.3283,0.9247,0.4363,0.5823,70.65
0411005,4986,0.1513,0.0903,0,0,0.1362,0.2188,3,0.2024,0.2051,0.0935,1.0,0.2249,44.8,839,0.5982,0.5619,0.0,0.0,0.5603,0.2649,0.0556,0.5698,0.3367,0.2962,1.0,0.5789,0.7044,70.63
2204003,4619,0.1653,0.1153,3,0,0.1543,0.1754,3,0.1388,0.2229,0.153,0.8402,0.1892,31.4,955,0.677,0.7485,0.0303,0.0,0.6657,0.2123,0.0556,0.3711,0.371,0.5208,0.8402,0.487,0.4673,70.63
2420006,17885,0.1333,0.0547,18,5,0.1205,0.4563,6,0.1916,0.1981,0.1326,1.0,0.2028,30.6,3037,0.4969,0.2963,0.1818,0.1316,0.4688,0.5524,0.1111,0.5361,0.3233,0.4438,1.0,0.522,0.4531,70.57
1213005,8295,0.1591,0.0994,6,3,0.1287,0.2687,1,0.1734,0.3099,0.1365,0.9281,0.1226,27.3,1561,0.6421,0.6299,0.0606,0.0789,0.5166,0.3253,0.0185,0.4792,0.5383,0.4585,0.9281,0.3156,0.3947,70.55
0814002,4878,0.1131,0.0812,1,1,0.1216,0.3189,1,0.1391,0.2613,0.1749,1.0,0.2948,41.4,854,0.3832,0.494,0.0101,0.0263,0.4752,0.3861,0.0185,0.3721,0.4448,0.6034,1.0,0.7588,0.6442,70.54
1821006,12062,0.1472,0.11,9,3,0.1149,0.2926,3,0.0896,0.2786,0.1695,1.0,0.1812,31.6,2291,0.5751,0.709,0.0909,0.0789,0.4362,0.3542,0.0556,0.2174,0.4781,0.583,1.0,0.4664,0.4708,70.5
0412006,16317,0.1074,0.0815,6,4,0.1266,0.6023,6,0.1763,0.1903,0.0336,0.9052,0.309,42.2,1916,0.3512,0.4963,0.0606,0.1053,0.5044,0.7292,0.1111,0.4883,0.3083,0.0702,0.9052,0.7954,0.6584,70.5
1002006,13013,0.1525,0.0841,6,1,0.1421,0.2827,1,0.1564,0.2908,0.1449,0.8887,0.2295,26.3,2499,0.605,0.5157,0.0606,0.0263,0.5946,0.3423,0.0185,0.4261,0.5015,0.4902,0.8887,0.5907,0.377,70.48
2419006,9619,0.1166,0.0907,7,2,0.1552,0.3589,4,0.0883,0.2217,0.1198,1.0,0.2201,53.8,1609,0.4029,0.5649,0.0707,0.0526,0.6709,0.4345,0.0741,0.2134,0.3687,0.3955,1.0,0.5665,0.8637,70.46
2016001,51941,0.1639,0.0578,37,15,0.0909,0.5052,10,0.2027,0.1775,0.1193,0.084,0.2003,29.3,8865,0.6691,0.3194,0.3737,0.3947,0.2964,0.6116,0.1852,0.5708,0.2837,0.3936,0.084,0.5156,0.4301,70.46
2414002,15850,0.1365,0.0873,13,1,0.1289,0.1612,4,0.1607,0.229,0.1656,0.9685,0.2099,39.1,2968,0.5149,0.5396,0.1313,0.0263,0.5178,0.1952,0.0741,0.4396,0.3827,0.5683,0.9685,0.5403,0.6035,70.45
2434002,26701,0.1003,0.0866,18,5,0.1025,0.0786,2,0.2192,0.3296,0.1819,1.0,0.1892,28.7,4396,0.3112,0.5343,0.1818,0.1316,0.364,0.0952,0.037,0.6223,0.5762,0.6298,1.0,0.487,0.4195,70.45
3201005,7781,0.1237,0.0697,6,1,0.1308,0.3208,4,0.1777,0.2864,0.1352,0.7964,0.2178,50.8,1313,0.4429,0.4082,0.0606,0.0263,0.5288,0.3884,0.0741,0.4927,0.4931,0.4536,0.7964,0.5606,0.8106,70.44
0228001,2855,0.0999,0.1263,2,0,0.1211,0.2495,1,0.1702,0.2823,0.1297,1.0,0.1779,45.0,427,0.3089,0.8306,0.0202,0.0,0.4723,0.3021,0.0185,0.4692,0.4852,0.4328,1.0,0.4579,0.708,70.41
0416003,7759,0.1948,0.0964,6,2,0.1245,0.3284,0,0.0965,0.2236,0.1136,1.0,0.1943,35.1,1529,0.843,0.6075,0.0606,0.0526,0.4921,0.3976,0.0,0.239,0.3723,0.3721,1.0,0.5001,0.5327,70.4
1809006,24143,0.1765,0.0668,17,9,0.1274,0.2065,5,0.0985,0.1978,0.1603,0.9423,0.1756,40.1,4994,0.74,0.3866,0.1717,0.2368,0.509,0.25,0.0926,0.2452,0.3227,0.5483,0.9423,0.452,0.6212,70.4
0206003,8462,0.1272,0.0975,5,2,0.1499,0.3349,1,0.2223,0.1646,0.1609,1.0,0.1537,24.0,1587,0.4626,0.6157,0.0505,0.0526,0.6401,0.4054,0.0185,0.632,0.2588,0.5506,1.0,0.3956,0.3363,70.39
3001001,2691,0.1848,0.1236,2,0,0.1393,0.0,1,0.1713,0.2874,0.109,1.0,0.0988,37.8,524,0.7867,0.8104,0.0202,0.0,0.5783,0.0,0.0185,0.4727,0.495,0.3547,1.0,0.2543,0.5805,70.39
2435001,13065,0.1409,0.071,7,3,0.1145,0.3487,2,0.1667,0.2381,0.1545,1.0,0.1406,50.3,2353,0.5397,0.4179,0.0707,0.0789,0.4339,0.4222,0.037,0.4583,0.4002,0.5264,1.0,0.3619,0.8018,70.38
3009004,4472,0.1518,0.1224,2,1,0.1136,0.3572,0,0.0848,0.2954,0.1594,1.0,0.141,37.4,839,0.601,0.8015,0.0202,0.0263,0.4287,0.4324,0.0,0.2024,0.5104,0.5449,1.0,0.3629,0.5735,70.37
1429001,13879,0.1427,0.0838,10,6,0.0772,0.147,3,0.2105,0.3564,0.0961,0.8967,0.2504,34.5,2013,0.5498,0.5134,0.101,0.1579,0.2167,0.178,0.0556,0.5951,0.6277,0.306,0.8967,0.6445,0.5221,70.35
2817001,6756,0.1393,0.0658,2,3,0.1104,0.0,1,0.2484,0.3587,0.1243,0.9772,0.2201,44.0,1119,0.5307,0.3791,0.0202,0.0789,0.41,0.0,0.0185,0.7135,0.6321,0.4125,0.9772,0.5665,0.6903,70.34
3011003,3114,0.11,0.1044,2,1,0.1469,0.0,1,0.2299,0.3517,0.1254,0.867,0.197,39.2,507,0.3658,0.6672,0.0202,0.0263,0.6226,0.0,0.0185,0.6557,0.6187,0.4166,0.867,0.5071,0.6053,70.34
1609005,1800,0.1464,0.0757,1,0,0.1497,0.2926,0,0.1125,0.3948,0.1011,1.0,0.2402,38.3,313,0.5706,0.453,0.0101,0.0,0.6389,0.3542,0.0,0.289,0.7015,0.3249,1.0,0.6183,0.5894,70.33
2436005,7669,0.1179,0.0881,5,1,0.128,0.5174,3,0.1491,0.1671,0.1641,0.8514,0.3039,29.6,1350,0.4102,0.5455,0.0505,0.0263,0.5125,0.6264,0.0556,0.4033,0.2637,0.5626,0.8514,0.7822,0.4354,70.32
3211006,3066,0.1461,0.1048,0,0,0.1614,0.4641,3,0.1394,0.1723,0.0621,1.0,0.2283,37.3,495,0.5689,0.6701,0.0,0.0,0.707,0.5619,0.0556,0.373,0.2737,0.1777,1.0,0.5876,0.5717,70.32
1016006,12516,0.1734,0.0973,5,1,0.1306,0.4773,3,0.1561,0.153,0.1159,1.0,0.1717,27.3,2351,0.7226,0.6142,0.0505,0.0263,0.5277,0.5778,0.0556,0.4252,0.2365,0.3808,1.0,0.442,0.3947,70.27
2436001,16976,0.1533,0.061,14,3,0.1461,0.2596,0,0.1633,0.2523,0.1119,1.0,0.1504,47.1,3076,0.6095,0.3433,0.1414,0.0789,0.6179,0.3143,0.0,0.4477,0.4275,0.3657,1.0,0.3871,0.7451,70.24
1015001,6136,0.1157,0.0624,2,2,0.1553,0.1472,3,0.2228,0.2573,0.2589,0.7954,0.104,45.0,1363,0.3979,0.3537,0.0202,0.0526,0.6715,0.1782,0.0556,0.6336,0.4371,0.9204,0.7954,0.2677,0.708,70.21
3015003,9116,0.1337,0.0629,8,2,0.1611,0.1587,6,0.144,0.2227,0.1708,1.0,0.2485,40.0,1817,0.4992,0.3575,0.0808,0.0526,0.7053,0.1921,0.1111,0.3874,0.3706,0.5879,1.0,0.6396,0.6195,70.21
2405005,5903,0.1602,0.0831,9,2,0.11,0.321,0,0.1613,0.2666,0.1252,1.0,0.1186,46.7,1054,0.6483,0.5082,0.0909,0.0526,0.4077,0.3886,0.0,0.4414,0.455,0.4158,1.0,0.3053,0.7381,70.21
1024002,17048,0.1085,0.0838,10,7,0.1688,0.2609,5,0.1672,0.266,0.117,1.0,0.1638,31.7,2839,0.3573,0.5134,0.101,0.1842,0.7501,0.3159,0.0926,0.4599,0.4538,0.3849,1.0,0.4216,0.4726,70.2
0613006,102576,0.1107,0.0581,59,24,0.1268,0.2085,21,0.1521,0.2485,0.1374,0.2452,0.0482,33.4,16518,0.3697,0.3216,0.596,0.6316,0.5055,0.2524,0.3889,0.4127,0.4202,0.4619,0.2452,0.1241,0.5027,70.18
1809005,11514,0.1621,0.0514,6,2,0.1535,0.228,2,0.1637,0.2793,0.149,0.8664,0.2009,41.8,2339,0.659,0.2716,0.0606,0.0526,0.661,0.276,0.037,0.4489,0.4794,0.5057,0.8664,0.5171,0.6513,70.15
3022004,8204,0.1231,0.118,6,2,0.127,0.428,2,0.146,0.2631,0.1786,0.471,0.2227,29.2,1514,0.4395,0.7687,0.0606,0.0526,0.5067,0.5182,0.037,0.3936,0.4483,0.6174,0.471,0.5732,0.4283,70.14
3029002,37276,0.1568,0.0575,21,6,0.1106,0.3143,10,0.0726,0.2326,0.1566,1.0,0.2101,44.7,7019,0.6292,0.3172,0.2121,0.1579,0.4112,0.3805,0.1852,0.1643,0.3896,0.5343,1.0,0.5408,0.7027,70.13
2422005,7860,0.1337,0.087,8,2,0.1511,0.1422,2,0.1736,0.2635,0.1501,0.8306,0.2341,34.2,1475,0.4992,0.5373,0.0808,0.0526,0.6471,0.1722,0.037,0.4799,0.449,0.5098,0.8306,0.6026,0.5168,70.12
3219001,9612,0.1889,0.1001,12,2,0.1182,0.2993,2,0.1059,0.2315,0.0541,1.0,0.1949,42.2,1618,0.8098,0.6351,0.1212,0.0526,0.4554,0.3623,0.037,0.2684,0.3875,0.1475,1.0,0.5017,0.6584,70.09
2810005,12164,0.1321,0.0545,11,3,0.1109,0.3056,3,0.2457,0.2857,0.1396,0.5114,0.2871,37.3,2049,0.4902,0.2948,0.1111,0.0789,0.4129,0.37,0.0556,0.7051,0.4917,0.4702,0.5114,0.739,0.5717,70.08
0624007,5808,0.1244,0.0826,3,3,0.0848,0.4461,2,0.1478,0.2133,0.1219,1.0,0.3049,46.1,858,0.4468,0.5045,0.0303,0.0789,0.2609,0.5401,0.037,0.3993,0.3525,0.4034,1.0,0.7848,0.7274,70.08
1436007,54034,0.0853,0.0572,39,19,0.1271,0.2714,20,0.2301,0.3805,0.1926,0.0871,0.0809,18.3,9159,0.2268,0.3149,0.3939,0.5,0.5073,0.3286,0.3704,0.6564,0.674,0.6702,0.0871,0.2082,0.2354,70.07
3203002,5017,0.186,0.0677,3,2,0.1173,0.0196,1,0.2183,0.1669,0.1355,1.0,0.2225,47.9,996,0.7935,0.3933,0.0303,0.0526,0.4502,0.0237,0.0185,0.6195,0.2633,0.4547,1.0,0.5727,0.7593,70.06
3221003,10549,0.1441,0.081,7,1,0.139,0.2247,3,0.0837,0.2552,0.1334,0.9951,0.2753,48.5,1920,0.5577,0.4925,0.0707,0.0263,0.5766,0.272,0.0556,0.199,0.4331,0.4468,0.9951,0.7086,0.7699,70.06
3214001,15255,0.126,0.0871,10,0,0.1432,0.3583,0,0.2427,0.2665,0.1204,1.0,0.0885,30.1,2566,0.4558,0.5381,0.101,0.0,0.601,0.4338,0.0,0.6957,0.4548,0.3977,1.0,0.2278,0.4442,70.06
1211005,14887,0.1,0.0927,2,1,0.0887,0.32,0,0.1465,0.2856,0.1458,0.968,0.3425,45.1,2152,0.3095,0.5799,0.0202,0.0263,0.2836,0.3874,0.0,0.3952,0.4915,0.4936,0.968,0.8816,0.7097,70.06
