gmina_code,powiat_code,voivodeship_code,gmina_name,population,iwl_score,vulnerable_population_est,rescue_travel_time_min,event_time,customers_without_power,outage_start,hours_without_power,coverage_pct,feels_like_c,temp_component,outage_component,telecom_component,rescue_component,izz_score,life_threat_level,vulnerable_without_power
2818001,2818,28,gmina warmińsko-mazurskie-północny-18-01,5506,86.69,1120,24.4,,0.0,,0.0,0.551,-25.4,0.6933333333333332,0.0,0.44899999999999995,0.3253333333333333,51.09,elevated,0
1417007,1417,14,gmina mazowieckie-miejski-17-07,18975,78.24,3569,39.7,,0.0,,0.0,0.03,-23.3,0.5533333333333333,0.0,0.97,0.5293333333333333,51.07,elevated,0
0607007,0607,6,gmina lubelskie-południowy-07-07,83255,68.26,9946,16.2,2026-01-16 14:02:00+00:00,57009.0,2026-01-16 04:02:00+00:00,11.966666666666667,0.03,-23.6,0.5733333333333335,0.16620370370370371,0.97,0.216,51.05,elevated,6811
1426001,1426,14,gmina mazowieckie-wschodni-26-01,5519,75.93,1038,52.0,,0.0,,0.0,0.614,-27.7,0.8466666666666666,0.0,0.386,0.6933333333333334,51.03,elevated,0
1414005,1414,14,gmina mazowieckie-wschodni-14-05,2618,88.93,538,48.1,,0.0,,0.0,0.6940000000000001,-24.4,0.6266666666666666,0.0,0.30599999999999994,0.6413333333333333,51.03,elevated,0
2013003,2013,20,gmina podlaskie-południowy-13-03,6685,89.47,1491,37.0,,0.0,,0.0,0.653,-24.5,0.6333333333333333,0.0,0.347,0.49333333333333335,50.99,elevated,0
1420006,1420,14,gmina mazowieckie-wschodni-20-06,5904,84.01,1182,41.6,,0.0,,0.0,0.67,-26.1,0.7400000000000001,0.0,0.32999999999999996,0.5546666666666666,50.99,elevated,0
2017001,2017,20,gmina podlaskie-miejski-17-01,13879,85.04,2226,45.4,,0.0,,0.0,0.613,-25.1,0.6733333333333335,0.0,0.387,0.6053333333333333,50.94,elevated,0
1401004,1401,14,gmina mazowieckie-południowy-01-04,11088,82.19,1773,42.4,,0.0,,0.0,0.61,-26.1,0.7400000000000001,0.0,0.39,0.5653333333333334,50.89,elevated,0
2011005,2011,20,gmina podlaskie-miejski-11-05,6571,83.77,1387,59.2,,0.0,,0.0,0.767,-25.8,0.7200000000000001,0.0,0.23299999999999998,0.7893333333333333,50.84,elevated,0
1432006,1432,14,gmina mazowieckie-wschodni-32-06,11932,82.76,2244,54.9,,0.0,,0.0,0.686,-25.7,0.7133333333333333,0.0,0.31399999999999995,0.732,50.77,elevated,0
0611002,0611,6,gmina lubelskie-miejski-11-02,24465,75.31,3877,35.3,,0.0,,0.0,0.03,-24.2,0.6133333333333333,0.0,0.97,0.4706666666666666,50.74,elevated,0
1426002,1426,14,gmina mazowieckie-wschodni-26-02,8746,80.01,1796,45.3,,0.0,,0.0,0.769,-27.7,0.8466666666666666,0.0,0.23099999999999998,0.604,50.74,elevated,0
2003005,2003,20,gmina podlaskie-zachodni-03-05,25868,66.79,4912,27.8,,0.0,,0.0,0.03,-27.3,0.8200000000000001,0.0,0.97,0.3706666666666667,50.72,elevated,0
0622005,0622,6,gmina lubelskie-centralny-22-05,8490,86.1,1941,44.6,,0.0,,0.0,0.745,-25.6,0.7066666666666668,0.0,0.255,0.5946666666666667,50.71,elevated,0
1425004,1425,14,gmina mazowieckie-południowy-25-04,10960,87.25,1962,45.7,,0.0,,0.0,0.71,-24.9,0.6599999999999999,0.0,0.29000000000000004,0.6093333333333334,50.69,elevated,0
0605005,0605,6,gmina lubelskie-miejski-05-05,6371,84.27,1285,48.6,,0.0,,0.0,0.634,-25.1,0.6733333333333335,0.0,0.366,0.648,50.68,elevated,0
2013002,2013,20,gmina podlaskie-południowy-13-02,6822,87.65,1372,50.9,,0.0,,0.0,0.717,-24.5,0.6333333333333333,0.0,0.28300000000000003,0.6786666666666666,50.65,elevated,0
1421005,1421,14,gmina mazowieckie-zachodni-21-05,8113,81.87,1560,44.3,,0.0,,0.0,0.651,-26.2,0.7466666666666666,0.0,0.349,0.5906666666666667,50.64,elevated,0
1410007,1410,14,gmina mazowieckie-centralny-10-07,27315,46.56,3741,9.9,2026-01-16 14:29:00+00:00,16437.0,2026-01-15 18:29:00+00:00,21.516666666666666,0.036000000000000004,-27.2,0.8133333333333332,0.2988425925925926,0.964,0.132,50.63,elevated,2251
1401003,1401,14,gmina mazowieckie-południowy-01-03,8885,80.53,1776,51.9,,0.0,,0.0,0.641,-26.1,0.7400000000000001,0.0,0.359,0.692,50.61,elevated,0
2809005,2809,28,gmina warmińsko-mazurskie-zachodni-09-05,4104,78.72,791,43.6,,0.0,,0.0,0.665,-27.3,0.8200000000000001,0.0,0.33499999999999996,0.5813333333333334,50.6,elevated,0
2813003,2813,28,gmina warmińsko-mazurskie-południowy-13-03,4163,60.01,742,11.3,2026-01-16 15:07:00+00:00,837.0,2026-01-15 17:07:00+00:00,22.883333333333333,0.03,-22.3,0.4866666666666667,0.3178240740740741,0.97,0.15066666666666667,50.58,elevated,149
1419003,1419,14,gmina mazowieckie-południowy-19-03,12586,84.78,2419,49.6,,0.0,,0.0,0.8150000000000001,-26.1,0.7400000000000001,0.0,0.18499999999999994,0.6613333333333333,50.51,elevated,0
1419006,1419,14,gmina mazowieckie-południowy-19-06,15786,81.98,2960,47.7,,0.0,,0.0,0.683,-26.1,0.7400000000000001,0.0,0.31699999999999995,0.636,50.51,elevated,0
0624002,0624,6,gmina lubelskie-północny-24-02,16437,59.89,2762,45.7,2026-01-16 15:35:00+00:00,4324.0,2026-01-15 21:35:00+00:00,18.416666666666668,0.055,-22.1,0.47333333333333344,0.25578703703703703,0.945,0.6093333333333334,50.5,elevated,727
1439005,1439,14,gmina mazowieckie-zachodni-39-05,3018,73.41,580,58.7,,0.0,,0.0,0.03,-23.3,0.5533333333333333,0.0,0.97,0.7826666666666667,50.5,elevated,0
2001005,2001,20,gmina podlaskie-południowy-01-05,2476,84.95,581,50.2,,0.0,,0.0,0.641,-24.7,0.6466666666666666,0.0,0.359,0.6693333333333333,50.5,elevated,0
1402005,1402,14,gmina mazowieckie-wschodni-02-05,44064,75.16,7079,37.7,,0.0,,0.0,0.03,-23.9,0.5933333333333333,0.0,0.97,0.5026666666666667,50.48,elevated,0
0605002,0605,6,gmina lubelskie-miejski-05-02,2088,84.82,462,46.7,,0.0,,0.0,0.669,-25.1,0.6733333333333335,0.0,0.33099999999999996,0.6226666666666667,50.44,elevated,0
0623004,0623,6,gmina lubelskie-miejski-23-04,179316,87.64,19344,26.0,,0.0,,0.0,0.803,-26.3,0.7533333333333334,0.0,0.19699999999999995,0.3466666666666667,50.37,elevated,0
2017003,2017,20,gmina podlaskie-miejski-17-03,13571,84.6,2284,57.6,,0.0,,0.0,0.749,-25.1,0.6733333333333335,0.0,0.251,0.768,50.37,elevated,0
2012006,2012,20,gmina podlaskie-północny-12-06,4127,87.57,855,51.4,,0.0,,0.0,0.685,-24.0,0.6,0.0,0.31499999999999995,0.6853333333333333,50.34,elevated,0
1403001,1403,14,gmina mazowieckie-zachodni-03-01,2721,84.88,552,31.2,,0.0,,0.0,0.666,-25.8,0.7200000000000001,0.0,0.33399999999999996,0.416,50.3,elevated,0
1423006,1423,14,gmina mazowieckie-miejski-23-06,6347,82.06,1046,52.3,,0.0,,0.0,0.732,-26.0,0.7333333333333333,0.0,0.268,0.6973333333333332,50.28,elevated,0
0609003,0609,6,gmina lubelskie-zachodni-09-03,8184,80.82,1504,37.0,,0.0,,0.0,0.559,-25.9,0.7266666666666666,0.0,0.44099999999999995,0.49333333333333335,50.23,elevated,0
1433001,1433,14,gmina mazowieckie-zachodni-33-01,13362,79.33,2714,42.5,,0.0,,0.0,0.7020000000000001,-27.0,0.8,0.0,0.29799999999999993,0.5666666666666667,50.06,elevated,0
1424001,1424,14,gmina mazowieckie-północny-24-01,4987,89.21,909,53.4,,0.0,,0.0,0.6980000000000001,-23.2,0.5466666666666666,0.0,0.30199999999999994,0.712,50.02,elevated,0
1404002,1404,14,gmina mazowieckie-centralny-04-02,11516,85.63,2513,57.0,,0.0,,0.0,0.687,-24.0,0.6,0.0,0.31299999999999994,0.76,49.96,elevated,0
1417002,1417,14,gmina mazowieckie-miejski-17-02,1800,88.44,360,45.8,,0.0,,0.0,0.629,-23.3,0.5533333333333333,0.0,0.371,0.6106666666666666,49.96,elevated,0
1428001,1428,14,gmina mazowieckie-centralny-28-01,37289,60.32,4761,28.0,2026-01-16 15:05:00+00:00,28186.0,2026-01-15 23:05:00+00:00,16.916666666666668,0.03,-22.8,0.52,0.23495370370370372,0.97,0.37333333333333335,49.93,elevated,3599
1410006,1410,14,gmina mazowieckie-centralny-10-06,13880,79.77,2662,37.1,,0.0,,0.0,0.729,-27.2,0.8133333333333332,0.0,0.271,0.4946666666666667,49.86,elevated,0
2817003,2817,28,gmina warmińsko-mazurskie-miejski-17-03,7432,86.28,1302,47.8,,0.0,,0.0,0.635,-23.8,0.5866666666666667,0.0,0.365,0.6373333333333333,49.82,elevated,0
2819005,2819,28,gmina warmińsko-mazurskie-południowy-19-05,4881,80.34,829,48.8,,0.0,,0.0,0.753,-26.5,0.7666666666666667,0.0,0.247,0.6506666666666666,49.81,elevated,0
0609007,0609,6,gmina lubelskie-zachodni-09-07,7548,82.79,1396,46.3,,0.0,,0.0,0.757,-25.9,0.7266666666666666,0.0,0.243,0.6173333333333333,49.81,elevated,0
1440002,1440,14,gmina mazowieckie-centralny-40-02,15082,81.51,2741,42.2,,0.0,,0.0,0.7020000000000001,-26.1,0.7400000000000001,0.0,0.29799999999999993,0.5626666666666668,49.79,elevated,0
0613003,0613,6,gmina lubelskie-południowy-13-03,18974,75.05,3419,36.4,,0.0,,0.0,0.03,-23.4,0.5599999999999999,0.0,0.97,0.48533333333333334,49.76,elevated,0
0616002,0616,6,gmina lubelskie-centralny-16-02,10709,81.51,2035,32.5,,0.0,,0.0,0.608,-25.9,0.7266666666666666,0.0,0.392,0.43333333333333335,49.75,elevated,0
2017002,2017,20,gmina podlaskie-miejski-17-02,13622,81.85,2757,54.2,,0.0,,0.0,0.678,-25.1,0.6733333333333335,0.0,0.32199999999999995,0.7226666666666667,49.73,elevated,0
2003003,2003,20,gmina podlaskie-zachodni-03-03,23759,75.49,4066,46.1,,0.0,,0.0,0.647,-27.3,0.8200000000000001,0.0,0.353,0.6146666666666667,49.7,elevated,0
2013004,2013,20,gmina podlaskie-południowy-13-04,3275,85.33,705,46.5,,0.0,,0.0,0.6920000000000001,-24.5,0.6333333333333333,0.0,0.30799999999999994,0.62,49.7,elevated,0
2010003,2010,20,gmina podlaskie-centralny-10-03,7952,80.55,1450,51.7,,0.0,,0.0,0.602,-25.0,0.6666666666666666,0.0,0.398,0.6893333333333334,49.64,elevated,0
1439001,1439,14,gmina mazowieckie-zachodni-39-01,1800,89.57,403,38.8,,0.0,,0.0,0.662,-23.3,0.5533333333333333,0.0,0.33799999999999997,0.5173333333333333,49.63,elevated,0
1420004,1420,14,gmina mazowieckie-wschodni-20-04,13333,80.73,2716,35.3,,0.0,,0.0,0.641,-26.1,0.7400000000000001,0.0,0.359,0.4706666666666666,49.58,elevated,0
1440003,1440,14,gmina mazowieckie-centralny-40-03,5426,79.29,972,47.6,,0.0,,0.0,0.676,-26.1,0.7400000000000001,0.0,0.32399999999999995,0.6346666666666667,49.54,elevated,0
1432005,1432,14,gmina mazowieckie-wschodni-32-05,5168,82.39,1058,36.2,,0.0,,0.0,0.675,-25.7,0.7133333333333333,0.0,0.32499999999999996,0.4826666666666667,49.49,elevated,0
1421007,1421,14,gmina mazowieckie-zachodni-21-07,5424,80.6,1048,39.0,,0.0,,0.0,0.6890000000000001,-26.2,0.7466666666666666,0.0,0.31099999999999994,0.52,49.47,elevated,0
1408005,1408,14,gmina mazowieckie-wschodni-08-05,3086,78.11,603,34.8,,0.0,,0.0,0.6980000000000001,-27.2,0.8133333333333332,0.0,0.30199999999999994,0.46399999999999997,49.36,elevated,0
0606004,0606,6,gmina lubelskie-północny-06-04,12552,70.96,2485,22.9,,0.0,,0.0,0.03,-25.1,0.6733333333333335,0.0,0.97,0.3053333333333333,49.34,elevated,0
1421001,1421,14,gmina mazowieckie-zachodni-21-01,8168,76.91,1260,43.9,,0.0,,0.0,0.585,-26.2,0.7466666666666666,0.0,0.41500000000000004,0.5853333333333333,49.33,elevated,0
0607005,0607,6,gmina lubelskie-południowy-07-05,6808,85.56,1269,53.8,,0.0,,0.0,0.682,-23.6,0.5733333333333335,0.0,0.31799999999999995,0.7173333333333333,49.28,elevated,0
0622007,0622,6,gmina lubelskie-centralny-22-07,5514,80.96,1194,50.7,,0.0,,0.0,0.741,-25.6,0.7066666666666668,0.0,0.259,0.676,49.2,elevated,0
1401006,1401,14,gmina mazowieckie-południowy-01-06,43019,52.16,4988,5.4,2026-01-16 15:17:00+00:00,35320.0,2026-01-15 23:17:00+00:00,16.716666666666665,0.03,-26.1,0.7400000000000001,0.2321759259259259,0.97,0.07200000000000001,49.2,elevated,4095
2013001,2013,20,gmina podlaskie-południowy-13-01,5372,84.68,972,37.4,,0.0,,0.0,0.655,-24.5,0.6333333333333333,0.0,0.345,0.49866666666666665,49.18,elevated,0
1416002,1416,14,gmina mazowieckie-centralny-16-02,13147,54.29,2181,22.5,2026-01-16 15:21:00+00:00,7920.0,2026-01-16 03:21:00+00:00,12.65,0.047,-26.0,0.7333333333333333,0.17569444444444446,0.953,0.3,49.18,elevated,1314
0601003,0601,6,gmina lubelskie-południowy-01-03,5106,81.54,1103,33.1,,0.0,,0.0,0.718,-26.2,0.7466666666666666,0.0,0.28200000000000003,0.44133333333333336,49.17,elevated,0
1413006,1413,14,gmina mazowieckie-południowy-13-06,15601,84.59,3298,55.2,,0.0,,0.0,0.6930000000000001,-23.8,0.5866666666666667,0.0,0.30699999999999994,0.736,49.15,elevated,0
1435001,1435,14,gmina mazowieckie-miejski-35-01,4915,78.15,964,42.6,,0.0,,0.0,0.725,-26.7,0.7799999999999999,0.0,0.275,0.5680000000000001,49.05,elevated,0
1424005,1424,14,gmina mazowieckie-północny-24-05,5791,84.59,1081,51.5,,0.0,,0.0,0.6000000000000001,-23.2,0.5466666666666666,0.0,0.3999999999999999,0.6866666666666666,49.02,elevated,0
1427006,1427,14,gmina mazowieckie-zachodni-27-06,12465,82.89,2203,52.9,,0.0,,0.0,0.611,-23.7,0.58,0.0,0.389,0.7053333333333334,48.97,elevated,0
2806002,2806,28,gmina warmińsko-mazurskie-północny-06-02,9113,83.07,2019,39.9,,0.0,,0.0,0.642,-24.6,0.6400000000000001,0.0,0.358,0.532,48.97,elevated,0
0619002,0619,6,gmina lubelskie-południowy-19-02,2693,78.32,597,45.3,,0.0,,0.0,0.712,-26.3,0.7533333333333334,0.0,0.28800000000000003,0.604,48.93,elevated,0
0615007,0615,6,gmina lubelskie-zachodni-15-07,2498,76.84,468,55.8,,0.0,,0.0,0.676,-25.9,0.7266666666666666,0.0,0.32399999999999995,0.744,48.92,elevated,0
1418003,1418,14,gmina mazowieckie-północny-18-03,6842,82.5,1269,44.1,,0.0,,0.0,0.753,-25.3,0.6866666666666668,0.0,0.247,0.588,48.87,elevated,0
1408001,1408,14,gmina mazowieckie-wschodni-08-01,9172,78.16,1993,38.5,,0.0,,0.0,0.783,-27.2,0.8133333333333332,0.0,0.21699999999999997,0.5133333333333333,48.86,elevated,0
1441002,1441,14,gmina mazowieckie-miejski-41-02,22770,48.33,2626,17.4,2026-01-16 14:50:00+00:00,14636.0,2026-01-15 14:50:00+00:00,25.166666666666668,0.03,-23.4,0.5599999999999999,0.34953703703703703,0.97,0.23199999999999998,48.82,elevated,1688
0613001,0613,6,gmina lubelskie-południowy-13-01,12049,85.89,2329,51.5,,0.0,,0.0,0.708,-23.4,0.5599999999999999,0.0,0.29200000000000004,0.6866666666666666,48.78,elevated,0
2806001,2806,28,gmina warmińsko-mazurskie-północny-06-01,3144,81.78,616,52.0,,0.0,,0.0,0.7000000000000001,-24.6,0.6400000000000001,0.0,0.29999999999999993,0.6933333333333334,48.76,elevated,0
2007006,2007,20,gmina podlaskie-południowy-07-06,6773,79.6,1333,41.7,,0.0,,0.0,0.733,-26.1,0.7400000000000001,0.0,0.267,0.556,48.75,elevated,0
2802004,2802,28,gmina warmińsko-mazurskie-wschodni-02-04,3725,84.36,772,50.7,,0.0,,0.0,0.734,-24.1,0.6066666666666668,0.0,0.266,0.676,48.75,elevated,0
0617007,0617,6,gmina lubelskie-miejski-17-07,1800,84.47,339,40.4,,0.0,,0.0,0.724,-24.5,0.6333333333333333,0.0,0.276,0.5386666666666666,48.68,elevated,0
2015001,2015,20,gmina podlaskie-zachodni-15-01,11442,77.52,2161,43.5,,0.0,,0.0,0.586,-25.5,0.7,0.0,0.41400000000000003,0.58,48.68,elevated,0
2006003,2006,20,gmina podlaskie-północny-06-03,6997,82.13,1398,41.8,,0.0,,0.0,0.669,-24.7,0.6466666666666666,0.0,0.33099999999999996,0.5573333333333333,48.62,elevated,0
1404004,1404,14,gmina mazowieckie-centralny-04-04,1800,85.2,386,39.3,,0.0,,0.0,0.6890000000000001,-24.0,0.6,0.0,0.31099999999999994,0.5239999999999999,48.6,elevated,0
0612003,0612,6,gmina lubelskie-północny-12-03,7577,81.05,1270,54.0,,0.0,,0.0,0.65,-24.2,0.6133333333333333,0.0,0.35,0.72,48.59,elevated,0
1405005,1405,14,gmina mazowieckie-miejski-05-05,8744,44.06,1286,27.8,2026-01-16 16:00:00+00:00,1897.0,2026-01-15 14:00:00+00:00,26.0,0.045,-23.8,0.5866666666666667,0.3611111111111111,0.955,0.3706666666666667,48.58,elevated,279
1439003,1439,14,gmina mazowieckie-zachodni-39-03,6277,84.51,1430,54.3,,0.0,,0.0,0.686,-23.3,0.5533333333333333,0.0,0.31399999999999995,0.724,48.52,elevated,0
0611005,0611,6,gmina lubelskie-miejski-11-05,11340,81.89,2334,44.2,,0.0,,0.0,0.627,-24.2,0.6133333333333333,0.0,0.373,0.5893333333333334,48.46,elevated,0
0612004,0612,6,gmina lubelskie-północny-12-04,6402,85.91,1169,38.4,,0.0,,0.0,0.754,-24.2,0.6133333333333333,0.0,0.246,0.512,48.46,elevated,0
1432003,1432,14,gmina mazowieckie-wschodni-32-03,3000,80.85,695,42.9,,0.0,,0.0,0.777,-25.7,0.7133333333333333,0.0,0.22299999999999998,0.572,48.43,elevated,0
2016005,2016,20,gmina podlaskie-centralny-16-05,11677,82.91,2107,51.0,,0.0,,0.0,0.714,-24.1,0.6066666666666668,0.0,0.28600000000000003,0.68,48.4,elevated,0
2003004,2003,20,gmina podlaskie-zachodni-03-04,6726,74.81,1328,38.3,,0.0,,0.0,0.707,-27.3,0.8200000000000001,0.0,0.29300000000000004,0.5106666666666666,48.38,elevated,0
2811003,2811,28,gmina warmińsko-mazurskie-miejski-11-03,41228,54.29,5602,17.0,2026-01-16 14:31:00+00:00,29991.0,2026-01-15 20:31:00+00:00,19.483333333333334,0.03,-23.1,0.5400000000000001,0.27060185185185187,0.97,0.22666666666666666,48.33,elevated,4075
1435006,1435,14,gmina mazowieckie-miejski-35-06,11771,72.69,1921,42.2,,0.0,,0.0,0.5720000000000001,-26.7,0.7799999999999999,0.0,0.42799999999999994,0.5626666666666668,48.33,elevated,0
2815001,2815,28,gmina warmińsko-mazurskie-zachodni-15-01,3573,84.83,852,42.5,,0.0,,0.0,0.744,-24.1,0.6066666666666668,0.0,0.256,0.5666666666666667,48.29,elevated,0
0616003,0616,6,gmina lubelskie-centralny-16-03,3341,77.51,573,50.0,,0.0,,0.0,0.733,-25.9,0.7266666666666666,0.0,0.267,0.6666666666666666,48.27,elevated,0
2802001,2802,28,gmina warmińsko-mazurskie-wschodni-02-01,22737,82.9,4752,50.4,,0.0,,0.0,0.725,-24.1,0.6066666666666668,0.0,0.275,0.6719999999999999,48.26,elevated,0
2017006,2017,20,gmina podlaskie-miejski-17-06,7218,79.46,1367,40.4,,0.0,,0.0,0.647,-25.1,0.6733333333333335,0.0,0.353,0.5386666666666666,48.19,elevated,0
1411007,1411,14,gmina mazowieckie-miejski-11-07,11598,83.47,2158,50.3,,0.0,,0.0,0.638,-23.2,0.5466666666666666,0.0,0.362,0.6706666666666666,48.17,elevated,0
1431007,1431,14,gmina mazowieckie-południowy-31-07,4528,82.03,752,39.7,,0.0,,0.0,0.807,-25.5,0.7,0.0,0.19299999999999995,0.5293333333333333,48.16,elevated,0
1417005,1417,14,gmina mazowieckie-miejski-17-05,5023,83.65,945,44.0,,0.0,,0.0,0.615,-23.3,0.5533333333333333,0.0,0.385,0.5866666666666667,48.15,elevated,0
1442007,1442,14,gmina mazowieckie-północny-42-07,13026,83.26,2311,48.8,,0.0,,0.0,0.704,-23.8,0.5866666666666667,0.0,0.29600000000000004,0.6506666666666666,48.12,elevated,0
2821002,2821,28,gmina warmińsko-mazurskie-zachodni-21-02,3377,82.91,661,31.7,,0.0,,0.0,0.655,-24.5,0.6333333333333333,0.0,0.345,0.42266666666666663,48.12,elevated,0
2010001,2010,20,gmina podlaskie-centralny-10-01,6996,82.07,1468,39.4,,0.0,,0.0,0.744,-25.0,0.6666666666666666,0.0,0.256,0.5253333333333333,48.12,elevated,0
2821001,2821,28,gmina warmińsko-mazurskie-zachodni-21-01,5182,81.37,1082,50.3,,0.0,,0.0,0.729,-24.5,0.6333333333333333,0.0,0.271,0.6706666666666666,48.11,elevated,0
1433005,1433,14,gmina mazowieckie-zachodni-33-05,8186,73.45,1459,40.5,,0.0,,0.0,0.661,-27.0,0.8,0.0,0.33899999999999997,0.54,48.06,elevated,0
0612001,0612,6,gmina lubelskie-północny-12-01,13203,84.4,2570,41.1,,0.0,,0.0,0.755,-24.2,0.6133333333333333,0.0,0.245,0.548,48.06,elevated,0
0622004,0622,6,gmina lubelskie-centralny-22-04,7580,63.73,1196,35.6,,0.0,,0.0,0.03,-25.6,0.7066666666666668,0.0,0.97,0.4746666666666667,48.04,elevated,0
0606002,0606,6,gmina lubelskie-północny-06-02,5880,79.39,1175,43.7,,0.0,,0.0,0.686,-25.1,0.6733333333333335,0.0,0.31399999999999995,0.5826666666666667,48.03,elevated,0
0610006,0610,6,gmina lubelskie-centralny-10-06,6698,80.23,1334,35.7,,0.0,,0.0,0.663,-25.1,0.6733333333333335,0.0,0.33699999999999997,0.47600000000000003,48.02,elevated,0
2820002,2820,28,gmina warmińsko-mazurskie-wschodni-20-02,9018,80.27,2138,53.5,,0.0,,0.0,0.774,-24.9,0.6599999999999999,0.0,0.22599999999999998,0.7133333333333334,47.98,elevated,0
2816002,2816,28,gmina warmińsko-mazurskie-centralny-16-02,10185,81.89,1948,42.1,,0.0,,0.0,0.745,-24.8,0.6533333333333334,0.0,0.255,0.5613333333333334,47.98,elevated,0
0619004,0619,6,gmina lubelskie-południowy-19-04,6348,76.71,1168,46.1,,0.0,,0.0,0.756,-26.3,0.7533333333333334,0.0,0.244,0.6146666666666667,47.98,elevated,0
2008006,2008,20,gmina podlaskie-wschodni-08-06,7922,86.69,1914,43.7,,0.0,,0.0,0.736,-23.1,0.5400000000000001,0.0,0.264,0.5826666666666667,47.95,elevated,0
0617001,0617,6,gmina lubelskie-miejski-17-01,5282,79.29,1133,36.4,,0.0,,0.0,0.557,-24.5,0.6333333333333333,0.0,0.44299999999999995,0.48533333333333334,47.94,elevated,0
1407002,1407,14,gmina mazowieckie-południowy-07-02,12925,83.03,2967,39.3,,0.0,,0.0,0.663,-23.9,0.5933333333333333,0.0,0.33699999999999997,0.5239999999999999,47.88,elevated,0
0602003,0602,6,gmina lubelskie-wschodni-02-03,1800,75.45,376,57.8,,0.0,,0.0,0.5630000000000001,-24.5,0.6333333333333333,0.0,0.43699999999999994,0.7706666666666666,47.86,elevated,0
2015005,2015,20,gmina podlaskie-zachodni-15-05,11201,76.62,2029,52.3,,0.0,,0.0,0.713,-25.5,0.7,0.0,0.28700000000000003,0.6973333333333332,47.79,elevated,0
0603004,0603,6,gmina lubelskie-zachodni-03-04,8170,82.64,1804,50.2,,0.0,,0.0,0.73,-23.8,0.5866666666666667,0.0,0.27,0.6693333333333333,47.74,elevated,0
2014006,2014,20,gmina podlaskie-wschodni-14-06,8507,70.71,1522,36.8,,0.0,,0.0,0.715,-28.2,0.88,0.0,0.28500000000000003,0.49066666666666664,47.73,elevated,0
1428002,1428,14,gmina mazowieckie-centralny-28-02,32478,53.44,4578,19.4,2026-01-16 14:55:00+00:00,24011.0,2026-01-15 20:55:00+00:00,19.083333333333332,0.03,-22.8,0.52,0.2650462962962963,0.97,0.25866666666666666,47.64,elevated,3385
2820005,2820,28,gmina warmińsko-mazurskie-wschodni-20-05,18948,43.33,3263,20.8,2026-01-16 14:16:00+00:00,14161.0,2026-01-15 18:16:00+00:00,21.733333333333334,0.03,-24.9,0.6599999999999999,0.30185185185185187,0.97,0.2773333333333333,47.52,elevated,2439
2009004,2009,20,gmina podlaskie-zachodni-09-04,4824,75.42,1014,45.7,,0.0,,0.0,0.684,-25.8,0.7200000000000001,0.0,0.31599999999999995,0.6093333333333334,47.51,elevated,0
1439006,1439,14,gmina mazowieckie-zachodni-39-06,13119,83.13,2287,46.2,,0.0,,0.0,0.68,-23.3,0.5533333333333333,0.0,0.31999999999999995,0.616,47.51,elevated,0
0613002,0613,6,gmina lubelskie-południowy-13-02,10263,83.82,2261,44.9,,0.0,,0.0,0.715,-23.4,0.5599999999999999,0.0,0.28500000000000003,0.5986666666666667,47.49,elevated,0
1422002,1422,14,gmina mazowieckie-centralny-22-02,4622,80.72,844,47.0,,0.0,,0.0,0.6900000000000001,-24.0,0.6,0.0,0.30999999999999994,0.6266666666666667,47.4,elevated,0
2008002,2008,20,gmina podlaskie-wschodni-08-02,7153,84.36,1545,46.4,,0.0,,0.0,0.719,-23.1,0.5400000000000001,0.0,0.281,0.6186666666666667,47.4,elevated,0
2811006,2811,28,gmina warmińsko-mazurskie-miejski-11-06,11476,82.92,1870,45.2,,0.0,,0.0,0.65,-23.1,0.5400000000000001,0.0,0.35,0.6026666666666667,47.39,elevated,0
0613006,0613,6,gmina lubelskie-południowy-13-06,102576,70.18,16518,33.4,,0.0,,0.0,0.068,-23.4,0.5599999999999999,0.0,0.9319999999999999,0.4453333333333333,47.36,elevated,0
1409002,1409,14,gmina mazowieckie-zachodni-09-02,37663,49.32,6086,27.5,2026-01-16 14:57:00+00:00,28854.0,2026-01-16 00:57:00+00:00,15.05,0.03,-24.8,0.6533333333333334,0.20902777777777778,0.97,0.36666666666666664,47.34,elevated,4663
1408003,1408,14,gmina mazowieckie-wschodni-08-03,3605,74.25,655,35.8,,0.0,,0.0,0.778,-27.2,0.8133333333333332,0.0,0.22199999999999998,0.4773333333333333,47.24,elevated,0
1426004,1426,14,gmina mazowieckie-wschodni-26-04,32371,59.8,5398,12.0,,0.0,,0.0,0.059000000000000004,-27.7,0.8466666666666666,0.0,0.941,0.16,47.23,elevated,0
2813004,2813,28,gmina warmińsko-mazurskie-południowy-13-04,5128,88.06,1266,43.8,,0.0,,0.0,0.772,-22.3,0.4866666666666667,0.0,0.22799999999999998,0.584,47.19,elevated,0
1416004,1416,14,gmina mazowieckie-centralny-16-04,3022,74.88,538,36.8,,0.0,,0.0,0.658,-26.0,0.7333333333333333,0.0,0.34199999999999997,0.49066666666666664,47.19,elevated,0
1431001,1431,14,gmina mazowieckie-południowy-31-01,13119,63.3,2318,26.9,,0.0,,0.0,0.03,-25.5,0.7,0.0,0.97,0.35866666666666663,47.18,elevated,0
0604007,0604,6,gmina lubelskie-centralny-04-07,5276,75.03,1070,22.3,,0.0,,0.0,0.672,-26.8,0.7866666666666667,0.0,0.32799999999999996,0.29733333333333334,47.11,elevated,0
